TIME,X,Y,Weight,Load,Velocity,Slope,Eta,Gravity
0,0.0,500.0,73.70256263506278,10,4.834810128050608,-5.115432611049399,1.0,5.0
60,290.0886076830365,485.1607127616428,73.70256263506278,10,4.834810128050608,-4.758802537889205,1.0,5.0
120,580.177215366073,472.3905119509044,73.70256263506278,10,4.834810128050608,-4.776616982847925,1.0,5.0
180,870.2658230491095,457.4478693618528,73.70256263506278,10,4.834810128050608,-4.590104423744861,1.0,5.0
240,1160.354430732146,445.75977192282653,73.70256263506278,10,4.834810128050608,-3.7699295633134122,1.0,5.0
300,1450.4430384151826,435.57559700015867,73.70256263506278,10,4.834810128050608,-3.4721201718995234,1.0,5.0
360,1740.531646098219,425.6153217953362,73.70256263506278,10,4.834810128050608,-4.045385536268689,1.0,5.0
420,2030.6202537812555,412.1051918450131,73.70256263506278,10,4.834810128050608,-4.533335756925331,1.0,5.0
480,2320.708861464292,399.3139406376123,73.70256263506278,10,4.834810128050608,-3.7479049109899205,1.0,5.0
540,2610.7974691473287,390.3607014978635,73.70256263506278,10,4.834810128050608,-3.6867163378529866,1.0,5.0
600,2900.8860768303653,377.92445245021077,73.70256263506278,10,4.834810128050608,-3.968517817353535,1.0,5.0
660,3190.974684513402,367.3362653338353,73.70256263506278,10,4.834810128050608,-3.0545704082854273,1.0,5.0
720,3481.063292196438,360.2025309140243,73.70256263506278,10,4.834810128050608,-3.336865670818572,1.0,5.0
780,3771.1518998794745,347.97653100437367,73.70256263506278,10,4.834810128050608,-4.557020094244809,1.0,5.0
840,4061.240507562511,333.76373862756236,73.70256263506278,10,4.834810128050608,-4.625293094242261,1.0,5.0
900,4351.329115245548,321.14163432767964,73.70256263506278,10,4.834810128050608,-5.2800746439071595,1.0,5.0
960,4641.417722928584,303.1299485892917,73.70256263506278,10,4.834810128050608,-6.310548884111904,1.0,5.0
1020,4931.506330611621,284.5292675375244,73.70256263506278,10,4.834810128050608,-5.775102748918542,1.0,5.0
1080,5221.594938294657,269.62411827608656,73.70256263506278,10,4.834810128050608,-5.213469256558394,1.0,5.0
1140,5511.683545977694,254.28190678085758,73.70256263506278,10,4.834810128050608,-4.443490782050225,1.0,5.0
1200,5801.7721536607305,243.84399719173942,73.70256263506278,10,4.834810128050608,-4.326668402528053,1.0,5.0
1260,6091.860761343767,229.17956252494656,73.70256263506278,10,4.834810128050608,-4.152021630392011,1.0,5.0
1320,6381.949369026804,219.75491371513402,73.70256263506278,10,4.834810128050608,-3.6040435064479492,1.0,5.0
1380,6672.03797670984,208.26972326865507,73.70256263506278,10,4.834810128050608,-4.787880206371163,1.0,5.0
1440,6962.126584392876,191.97672365874647,73.70256263506278,10,4.834810128050608,-6.466260967474966,1.0,5.0
1500,7252.2151920759125,170.75395044925557,73.70256263506278,10,4.834810128050608,-7.351248883746193,1.0,5.0
1560,7542.303799758949,149.32645259039828,73.70256263506278,10,4.834810128050608,-7.200387035098835,1.0,5.0
1620,7832.392407441986,128.9789454534394,73.70256263506278,10,4.834810128050608,-6.571389465717307,1.0,5.0
1680,8122.481015125022,111.20074817734013,73.70256263506278,10,4.834810128050608,-5.203169392812302,1.0,5.0
1740,8412.56962280806,98.79134215944113,73.70256263506278,10,4.834810128050608,-4.528282867875778,1.0,5.0
1800,8702.658230491095,84.92868273059949,73.70256263506278,10,4.834810128050608,-5.509053499334367,1.0,5.0
1860,8992.746838174133,66.82906897397578,73.70256263506278,10,4.834810128050608,-6.466357186535076,1.0,5.0
1920,9282.835445857168,47.41235167013634,73.70256263506278,10,4.834810128050608,-6.369099189229026,1.0,5.0
1980,9572.924053540204,29.877006654003793,73.70256263506278,10,4.834810128050608,-5.6313326331064735,1.0,5.0
2040,9863.012661223242,14.740642811378244,73.70256263506278,10,4.834810128050608,-5.258834794694014,1.0,5.0
2100,10153.101268906277,-0.6335546185540846,73.70256263506278,10,4.834810128050608,-5.786159858589495,1.0,5.0
2160,10443.189876589315,-18.829338332815816,73.70256263506278,10,4.834810128050608,-6.004661815545041,1.0,5.0
2220,10733.27848427235,-35.4712343321332,73.70256263506278,10,4.834810128050608,-5.341914711123195,1.0,5.0
2280,11023.367091955388,-49.82191035104097,73.70256263506278,10,4.834810128050608,-4.402975192427336,1.0,5.0
2340,11313.455699638424,-61.016293196817124,73.70256263506278,10,4.834810128050608,-3.5957882515378095,1.0,5.0
2400,11603.544307321461,-70.68385449927344,73.70256263506278,10,4.834810128050608,-3.409094001542025,1.0,5.0
2460,11893.632915004497,-80.79507984417548,73.70256263506278,10,4.834810128050608,-3.5245711052414044,1.0,5.0
2520,12183.721522687534,-91.13261299126025,73.70256263506278,10,4.834810128050608,-2.8106379098395653,1.0,5.0
2580,12473.81013037057,-97.10176060350588,73.70256263506278,10,4.834810128050608,-2.693403043672386,1.0,5.0
2640,12763.898738053607,-106.75912376862377,73.70256263506278,10,4.834810128050608,-3.458189558964107,1.0,5.0
2700,13053.987345736643,-117.16538848878412,73.70256263506278,10,4.834810128050608,-3.709852359726057,1.0,5.0
2760,13344.07595341968,-128.28284188347496,73.70256263506278,10,4.834810128050608,-4.811348147441377,1.0,5.0
2820,13634.164561102716,-145.07973419217663,73.70256263506278,10,4.834810128050608,-5.885888385458848,1.0,5.0
2880,13924.253168785752,-162.43142521778512,73.70256263506278,10,4.834810128050608,-6.59518487344204,1.0,5.0
2940,14214.34177646879,-183.34349413915714,73.70256263506278,10,4.834810128050608,-7.558688258505291,1.0,5.0
3000,14504.430384151825,-206.28521227418344,73.70256263506278,10,4.834810128050608,-7.626010642053244,1.0,5.0
