TIME,X,Y,Weight,Load,Velocity,Slope,Eta,Gravity
0,0.0,500.0,53.817258667632885,10,3.3698983660050406,-8.00504418872918,1.0,5.0
60,202.19390196030244,483.81428880116204,53.817258667632885,10,3.3698983660050406,-8.208607497274944,1.0,5.0
120,404.3878039206049,466.80539240930773,53.817258667632885,10,3.3698983660050406,-7.817600189108907,1.0,5.0
180,606.5817058809073,452.2008670771315,53.817258667632885,10,3.3698983660050406,-6.8826212833311535,1.0,5.0
240,808.7756078412098,438.9729113494727,53.817258667632885,10,3.3698983660050406,-7.174095371938661,1.0,5.0
300,1010.9695098015122,423.189700351379,53.817258667632885,10,3.3698983660050406,-7.380679577044898,1.0,5.0
360,1213.1634117618146,409.1263432934443,53.817258667632885,10,3.3698983660050406,-7.108397092077119,1.0,5.0
420,1415.3573137221172,394.44420945677217,53.817258667632885,10,3.3698983660050406,-6.666658720676292,1.0,5.0
480,1617.5512156824195,382.1671884980199,53.817258667632885,10,3.3698983660050406,-6.21544345726543,1.0,5.0
540,1819.7451176427219,369.3097141560096,53.817258667632885,10,3.3698983660050406,-6.163820136945156,1.0,5.0
600,2021.9390196030245,357.2414516086114,53.817258667632885,10,3.3698983660050406,-6.176777695399425,1.0,5.0
660,2224.132921563327,344.3315784805261,53.817258667632885,10,3.3698983660050406,-6.747028042458407,1.0,5.0
720,2426.326823523629,329.95729307780647,53.817258667632885,10,3.3698983660050406,-6.398499873368074,1.0,5.0
780,2628.5207254839315,318.4568253587503,53.817258667632885,10,3.3698983660050406,-4.7504084604232855,1.0,5.0
840,2830.7146274442343,310.7472206274421,53.817258667632885,10,3.3698983660050406,-3.9665281061493145,1.0,5.0
900,3032.9085294045367,302.4166694583995,53.817258667632885,10,3.3698983660050406,-4.672018092020279,1.0,5.0
960,3235.102431364839,291.854149266348,53.817258667632885,10,3.3698983660050406,-5.258637319057142,1.0,5.0
1020,3437.2963333251414,281.15138148771496,53.817258667632885,10,3.3698983660050406,-4.885819695419819,1.0,5.0
1080,3639.4902352854438,272.0964902965194,53.817258667632885,10,3.3698983660050406,-5.11609685783613,1.0,5.0
1140,3841.6841372457466,260.46250975786035,53.817258667632885,10,3.3698983660050406,-4.756532587352206,1.0,5.0
1200,4043.878039206049,252.86165262375786,53.817258667632885,10,3.3698983660050406,-3.202460328490104,1.0,5.0
1260,4246.071941166351,247.51215076405063,53.817258667632885,10,3.3698983660050406,-2.0504003469774768,1.0,5.0
