TIME,X,Y,Weight,Load,Velocity,Slope,Eta,Gravity
0,0.0,500.0,81.59094833473877,10,4.682165283118548,-17.873002188800008,1.0,5.0
60,280.92991698711285,449.78938978789927,81.59094833473877,10,4.682165283118548,-17.942465541117947,1.0,5.0
120,561.8598339742257,399.18849289979204,81.59094833473877,10,4.682165283118548,-18.384520862094824,1.0,5.0
180,842.7897509613385,346.4941513951764,81.59094833473877,10,4.682165283118548,-19.009134907645006,1.0,5.0
240,1123.7196679484514,292.38379906776123,81.59094833473877,10,4.682165283118548,-19.256165612078718,1.0,5.0
300,1404.6495849355642,238.30149125734897,81.59094833473877,10,4.682165283118548,-19.625587119810596,1.0,5.0
360,1685.579501922677,182.1155078599264,81.59094833473877,10,4.682165283118548,-20.000000000000004,1.0,5.0
420,1966.50941890979,125.92952446250382,81.59094833473877,10,4.682165283118548,-20.000000000000004,1.0,5.0
480,2247.439335896903,69.74354106508125,81.59094833473877,10,4.682165283118548,-20.0,1.0,5.0
540,2528.3692528840156,13.557557667658678,81.59094833473877,10,4.682165283118548,-20.0,1.0,5.0
600,2809.2991698711285,-42.62842572976389,81.59094833473877,10,4.682165283118548,-19.59958335161911,1.0,5.0
660,3090.2290868582413,-96.56462881138843,81.59094833473877,10,4.682165283118548,-18.264222557561475,1.0,5.0
720,3371.159003845354,-145.24775626836188,81.59094833473877,10,4.682165283118548,-16.35543287812463,1.0,5.0
780,3652.088920832467,-188.45923682618542,81.59094833473877,10,4.682165283118548,-15.837057849301083,1.0,5.0
840,3933.01883781958,-234.22982320684702,81.59094833473877,10,4.682165283118548,-15.900022738178485,1.0,5.0
900,4213.948754806693,-277.7950781847792,81.59094833473877,10,4.682165283118548,-14.915871270712955,1.0,5.0
960,4494.878671793806,-318.03611276428404,81.59094833473877,10,4.682165283118548,-13.408091988891979,1.0,5.0
1020,4775.808588780918,-353.1297615726791,81.59094833473877,10,4.682165283118548,-12.634751166288336,1.0,5.0
