TIME,X,Y,Weight,Load,Velocity,Slope,Eta,Gravity
0,0.0,500.0,60.504086478757316,10,3.972728320559848,-3.162740746448485,1.0,5.0
60,238.3636992335909,492.4611741595973,60.504086478757316,10,3.972728320559848,-2.6664066834890985,1.0,5.0
120,476.7273984671818,487.28850878524736,60.504086478757316,10,3.972728320559848,-2.952469797548063,1.0,5.0
180,715.0910977007727,478.38594170321716,60.504086478757316,10,3.972728320559848,-3.130131092421089,1.0,5.0
240,953.4547969343636,472.3663162597359,60.504086478757316,10,3.972728320559848,-2.2333517599692407,1.0,5.0
300,1191.8184961679544,467.7389419592948,60.504086478757316,10,3.972728320559848,-1.433391865282563,1.0,5.0
360,1430.1821954015454,465.53294451053415,60.504086478757316,10,3.972728320559848,-1.4486439195294447,1.0,5.0
420,1668.5458946351362,460.83285948866904,60.504086478757316,10,3.972728320559848,-1.465945801499796,1.0,5.0
480,1906.9095938687271,458.5443792281053,60.504086478757316,10,3.972728320559848,-1.5628718864957107,1.0,5.0
540,2145.273293102318,453.3822210028031,60.504086478757316,10,3.972728320559848,-2.980017722022115,1.0,5.0
600,2383.636992335909,444.3378182680483,60.504086478757316,10,3.972728320559848,-2.834599466362446,1.0,5.0
660,2622.0006915695,439.86890870984877,60.504086478757316,10,3.972728320559848,-1.3428938854081305,1.0,5.0
720,2860.364390803091,437.93587518396725,60.504086478757316,10,3.972728320559848,-1.4898698927915102,1.0,5.0
780,3098.728090036682,432.766290729398,60.504086478757316,10,3.972728320559848,-2.8354599554898634,1.0,5.0
840,3337.0917892702723,424.41846070358173,60.504086478757316,10,3.972728320559848,-3.0610960803959797,1.0,5.0
900,3575.4554885038633,418.1732070207454,60.504086478757316,10,3.972728320559848,-2.1808590637866265,1.0,5.0
960,3813.8191877374543,414.021708024556,60.504086478757316,10,3.972728320559848,-1.7602074641573666,1.0,5.0
1020,4052.1828869710453,409.7818157692428,60.504086478757316,10,3.972728320559848,-2.094332645700189,1.0,5.0
1080,4290.546586204636,404.0374504874606,60.504086478757316,10,3.972728320559848,-3.0513884210274815,1.0,5.0
1140,4528.910285438227,395.2350111325497,60.504086478757316,10,3.972728320559848,-3.020386605704096,1.0,5.0
