TIME,Weight,Load,Velocity,Slope,Eta,Gravity
0,70,4.82170691649137,3.0063516309948928,8.83225342192078,1.0,3.4
60,70,4.82170691649137,3.0063516309948928,9.000088313110794,1.0,3.4
120,70,4.82170691649137,3.0063516309948928,8.242892188357319,1.0,3.4
180,70,4.82170691649137,3.0063516309948928,7.094784131778171,1.0,3.4
240,70,4.82170691649137,3.0063516309948928,7.1328395275290655,1.0,3.4
300,70,4.82170691649137,3.0063516309948928,6.6839994741734206,1.0,3.4
360,70,4.82170691649137,3.0063516309948928,6.598059187534176,1.0,3.4
420,70,4.82170691649137,3.0063516309948928,7.781023294652465,1.0,3.4
480,70,4.82170691649137,3.0063516309948928,8.818943079564843,1.0,3.4
540,70,4.82170691649137,3.0063516309948928,9.594618799258393,1.0,3.4
600,70,4.82170691649137,3.0063516309948928,9.212527638334464,1.0,3.4
660,70,4.82170691649137,3.0063516309948928,7.545376972810546,1.0,3.4
720,70,4.82170691649137,3.0063516309948928,7.437241408505689,1.0,3.4
780,70,4.82170691649137,3.0063516309948928,9.21346922432603,1.0,3.4
840,70,4.82170691649137,3.0063516309948928,11.045944752341,1.0,3.4
900,70,4.82170691649137,3.0063516309948928,11.66637141712887,1.0,3.4
960,70,4.82170691649137,3.0063516309948928,11.33540564425217,1.0,3.4
1020,70,4.82170691649137,3.0063516309948928,11.62326368763663,1.0,3.4
1080,70,4.82170691649137,3.0063516309948928,12.17176473719735,1.0,3.4
1140,70,4.82170691649137,3.0063516309948928,11.813334559251496,1.0,3.4
1200,70,4.82170691649137,3.0063516309948928,11.28600917770242,1.0,3.4
1260,70,4.82170691649137,3.0063516309948928,10.739170845001102,1.0,3.4
1320,70,4.82170691649137,3.0063516309948928,9.688282517750245,1.0,3.4
1380,70,4.82170691649137,3.0063516309948928,8.452435065013008,1.0,3.4
1440,70,4.82170691649137,3.0063516309948928,7.685236311204785,1.0,3.4
1500,70,4.82170691649137,3.0063516309948928,7.690290635607928,1.0,3.4
1560,70,4.82170691649137,3.0063516309948928,8.217149608959318,1.0,3.4
1620,70,4.82170691649137,3.0063516309948928,9.352370719940428,1.0,3.4
1680,70,4.82170691649137,3.0063516309948928,10.47895835844116,1.0,3.4
1740,70,4.82170691649137,3.0063516309948928,10.705085953629286,1.0,3.4
1800,70,4.82170691649137,3.0063516309948928,10.065269288436198,1.0,3.4
1860,70,4.82170691649137,3.0063516309948928,9.137876358344165,1.0,3.4
1920,70,4.82170691649137,3.0063516309948928,9.01014848946621,1.0,3.4
1980,70,4.82170691649137,3.0063516309948928,10.108435124234733,1.0,3.4
2040,70,4.82170691649137,3.0063516309948928,10.964637278601714,1.0,3.4
2100,70,4.82170691649137,3.0063516309948928,10.82178170802979,1.0,3.4
2160,70,4.82170691649137,3.0063516309948928,9.918300642405159,1.0,3.4
2220,70,4.82170691649137,3.0063516309948928,8.843067144012892,1.0,3.4
2280,70,4.82170691649137,3.0063516309948928,9.123888187023162,1.0,3.4
2340,70,4.82170691649137,3.0063516309948928,9.078823793621149,1.0,3.4
2400,70,4.82170691649137,3.0063516309948928,7.283679360574785,1.0,3.4
2460,70,4.82170691649137,3.0063516309948928,6.063267571736868,1.0,3.4
2520,70,4.82170691649137,3.0063516309948928,6.282007018663934,1.0,3.4
2580,70,4.82170691649137,3.0063516309948928,7.098124568731704,1.0,3.4
2640,70,4.82170691649137,3.0063516309948928,7.191006557699842,1.0,3.4
2700,70,4.82170691649137,3.0063516309948928,7.146426206651545,1.0,3.4
2760,70,4.82170691649137,3.0063516309948928,6.611027593320101,1.0,3.4
2820,70,4.82170691649137,3.0063516309948928,5.249597877595727,1.0,3.4
2880,70,4.82170691649137,3.0063516309948928,5.073116946292116,1.0,3.4
2940,70,4.82170691649137,3.0063516309948928,6.013946088821186,1.0,3.4
3000,70,4.82170691649137,3.0063516309948928,6.130977683210767,1.0,3.4
3060,70,4.82170691649137,3.0063516309948928,5.033086373806558,1.0,3.4
3120,70,4.82170691649137,3.0063516309948928,5.109223239672769,1.0,3.4
3180,70,4.82170691649137,3.0063516309948928,5.526552981303025,1.0,3.4
3240,70,4.82170691649137,3.0063516309948928,5.441714203039885,1.0,3.4
3300,70,4.82170691649137,3.0063516309948928,5.13206382708797,1.0,3.4
3360,70,4.82170691649137,3.0063516309948928,4.582539605080032,1.0,3.4
3420,70,4.82170691649137,3.0063516309948928,3.9310964110347255,1.0,3.4
3480,70,4.82170691649137,3.0063516309948928,2.367111186030271,1.0,3.4
3540,70,4.82170691649137,3.0063516309948928,1.5573949776636393,1.0,3.4
3600,70,4.82170691649137,3.0063516309948928,1.5748604109150524,1.0,3.4
3660,70,4.82170691649137,3.0063516309948928,1.689273658058839,1.0,3.4
3720,70,4.82170691649137,3.0063516309948928,2.096203826120047,1.0,3.4
3780,70,4.82170691649137,3.0063516309948928,2.017196273720418,1.0,3.4
3840,70,4.82170691649137,3.0063516309948928,1.224765030966661,1.0,3.4
3900,70,4.82170691649137,3.0063516309948928,0.7749209281934597,1.0,3.4
3960,70,4.82170691649137,3.0063516309948928,0.41466662059201126,1.0,3.4
4020,70,4.82170691649137,3.0063516309948928,-0.7366150848519943,1.0,3.4
4080,70,4.82170691649137,3.0063516309948928,-1.979979237479779,1.0,3.4
4140,70,4.82170691649137,3.0063516309948928,-2.5296951242309555,1.0,3.4
4200,70,4.82170691649137,3.0063516309948928,-1.9427990356081692,1.0,3.4
4260,70,4.82170691649137,3.0063516309948928,-2.2034661793070156,1.0,3.4
4320,70,4.82170691649137,3.0063516309948928,-3.0510849565012874,1.0,3.4
4380,70,4.82170691649137,3.0063516309948928,-3.4172888465834363,1.0,3.4
4440,70,4.82170691649137,3.0063516309948928,-4.768038107337292,1.0,3.4
4500,70,4.82170691649137,3.0063516309948928,-6.24962510672965,1.0,3.4
4560,70,4.82170691649137,3.0063516309948928,-6.006047334483621,1.0,3.4
4620,70,4.82170691649137,3.0063516309948928,-5.8139511607439935,1.0,3.4
4680,70,4.82170691649137,3.0063516309948928,-7.190377687089352,1.0,3.4
4740,70,4.82170691649137,3.0063516309948928,-8.758173839409036,1.0,3.4
4800,70,4.82170691649137,3.0063516309948928,-9.145608479743004,1.0,3.4
4860,70,4.82170691649137,3.0063516309948928,-9.393067213371253,1.0,3.4
4920,70,4.82170691649137,3.0063516309948928,-9.774695221982457,1.0,3.4
4980,70,4.82170691649137,3.0063516309948928,-10.102126956974518,1.0,3.4
5040,70,4.82170691649137,3.0063516309948928,-10.345444006854656,1.0,3.4
5100,70,4.82170691649137,3.0063516309948928,-9.514199467165026,1.0,3.4
5160,70,4.82170691649137,3.0063516309948928,-8.795448125815653,1.0,3.4
5220,70,4.82170691649137,3.0063516309948928,-9.184652625260284,1.0,3.4
5280,70,4.82170691649137,3.0063516309948928,-10.47639602133984,1.0,3.4
5340,70,4.82170691649137,3.0063516309948928,-11.494988104494423,1.0,3.4
5400,70,4.82170691649137,3.0063516309948928,-11.880891222935144,1.0,3.4
5460,70,4.82170691649137,3.0063516309948928,-11.692487131126844,1.0,3.4
5520,70,4.82170691649137,3.0063516309948928,-11.63431782065899,1.0,3.4
5580,70,4.82170691649137,3.0063516309948928,-12.315109125052956,1.0,3.4
5640,70,4.82170691649137,3.0063516309948928,-12.860369410935295,1.0,3.4
5700,70,4.82170691649137,3.0063516309948928,-12.976964784402329,1.0,3.4
5760,70,4.82170691649137,3.0063516309948928,-13.125771738066135,1.0,3.4
