TIME,Weight,Load,Velocity,Slope,Eta,Gravity
0,70,0.6579169821900177,4.994585440479043,-19.689070036638118,1.0,3.4
60,70,0.6579169821900177,4.994585440479043,-18.98142825906993,1.0,3.4
120,70,0.6579169821900177,4.994585440479043,-19.015533129354928,1.0,3.4
180,70,0.6579169821900177,4.994585440479043,-19.878639888604052,1.0,3.4
240,70,0.6579169821900177,4.994585440479043,-19.999999999999996,1.0,3.4
300,70,0.6579169821900177,4.994585440479043,-19.49437404167952,1.0,3.4
360,70,0.6579169821900177,4.994585440479043,-19.49437404167952,1.0,3.4
420,70,0.6579169821900177,4.994585440479043,-19.57863325317976,1.0,3.4
480,70,0.6579169821900177,4.994585440479043,-19.273685261122225,1.0,3.4
540,70,0.6579169821900177,4.994585440479043,-19.519124435408774,1.0,3.4
600,70,0.6579169821900177,4.994585440479043,-19.824072427466305,1.0,3.4
660,70,0.6579169821900177,4.994585440479043,-20.0,1.0,3.4
720,70,0.6579169821900177,4.994585440479043,-19.31140079916473,1.0,3.4
780,70,0.6579169821900177,4.994585440479043,-18.315586842079405,1.0,3.4
840,70,0.6579169821900177,4.994585440479043,-17.54673998370835,1.0,3.4
900,70,0.6579169821900177,4.994585440479043,-17.459165647621376,1.0,3.4
960,70,0.6579169821900177,4.994585440479043,-16.912695753112775,1.0,3.4
1020,70,0.6579169821900177,4.994585440479043,-15.004021826426595,1.0,3.4
1080,70,0.6579169821900177,4.994585440479043,-13.529160730782898,1.0,3.4
1140,70,0.6579169821900177,4.994585440479043,-13.984552096399224,1.0,3.4
1200,70,0.6579169821900177,4.994585440479043,-15.716790011326061,1.0,3.4
1260,70,0.6579169821900177,4.994585440479043,-17.461067842955774,1.0,3.4
1320,70,0.6579169821900177,4.994585440479043,-18.266736725676132,1.0,3.4
1380,70,0.6579169821900177,4.994585440479043,-17.972627419430815,1.0,3.4
1440,70,0.6579169821900177,4.994585440479043,-18.258472034908277,1.0,3.4
1500,70,0.6579169821900177,4.994585440479043,-19.23202442320808,1.0,3.4
1560,70,0.6579169821900177,4.994585440479043,-19.643532696688126,1.0,3.4
1620,70,0.6579169821900177,4.994585440479043,-19.756482637246094,1.0,3.4
