TIME,Weight,Load,Velocity,Slope,Eta,Gravity
0,70,9.804287355096967,3.1967120034796546,-17.162883285603694,1.0,3.4
60,70,9.804287355096967,3.1967120034796546,-16.673298844209835,1.0,3.4
120,70,9.804287355096967,3.1967120034796546,-16.788951673425554,1.0,3.4
180,70,9.804287355096967,3.1967120034796546,-17.491240778232687,1.0,3.4
240,70,9.804287355096967,3.1967120034796546,-17.467568605859572,1.0,3.4
300,70,9.804287355096967,3.1967120034796546,-16.611731763990452,1.0,3.4
360,70,9.804287355096967,3.1967120034796546,-16.859641926775478,1.0,3.4
420,70,9.804287355096967,3.1967120034796546,-18.372794526533355,1.0,3.4
480,70,9.804287355096967,3.1967120034796546,-18.369938405837573,1.0,3.4
540,70,9.804287355096967,3.1967120034796546,-18.259249409835974,1.0,3.4
600,70,9.804287355096967,3.1967120034796546,-18.111663644851802,1.0,3.4
660,70,9.804287355096967,3.1967120034796546,-17.04490975658276,1.0,3.4
720,70,9.804287355096967,3.1967120034796546,-15.726341247848868,1.0,3.4
780,70,9.804287355096967,3.1967120034796546,-14.365728311114504,1.0,3.4
840,70,9.804287355096967,3.1967120034796546,-13.060462379490605,1.0,3.4
900,70,9.804287355096967,3.1967120034796546,-12.300567349408004,1.0,3.4
960,70,9.804287355096967,3.1967120034796546,-12.526686412142809,1.0,3.4
1020,70,9.804287355096967,3.1967120034796546,-12.401396856407814,1.0,3.4
1080,70,9.804287355096967,3.1967120034796546,-12.138354631776707,1.0,3.4
1140,70,9.804287355096967,3.1967120034796546,-13.006335357836086,1.0,3.4
1200,70,9.804287355096967,3.1967120034796546,-14.738542313342105,1.0,3.4
1260,70,9.804287355096967,3.1967120034796546,-15.630551044049847,1.0,3.4
1320,70,9.804287355096967,3.1967120034796546,-15.506025984002715,1.0,3.4
1380,70,9.804287355096967,3.1967120034796546,-15.494813434726876,1.0,3.4
1440,70,9.804287355096967,3.1967120034796546,-15.942164482876137,1.0,3.4
1500,70,9.804287355096967,3.1967120034796546,-16.01904430939608,1.0,3.4
1560,70,9.804287355096967,3.1967120034796546,-14.988307426955021,1.0,3.4
1620,70,9.804287355096967,3.1967120034796546,-14.447606583591813,1.0,3.4
1680,70,9.804287355096967,3.1967120034796546,-14.166720628949555,1.0,3.4
1740,70,9.804287355096967,3.1967120034796546,-13.427530134858953,1.0,3.4
1800,70,9.804287355096967,3.1967120034796546,-13.255457694709083,1.0,3.4
1860,70,9.804287355096967,3.1967120034796546,-14.181467645690926,1.0,3.4
1920,70,9.804287355096967,3.1967120034796546,-15.243261672338019,1.0,3.4
1980,70,9.804287355096967,3.1967120034796546,-15.431434335444083,1.0,3.4
2040,70,9.804287355096967,3.1967120034796546,-15.790836928961205,1.0,3.4
2100,70,9.804287355096967,3.1967120034796546,-17.030234072202575,1.0,3.4
2160,70,9.804287355096967,3.1967120034796546,-18.44451212020121,1.0,3.4
2220,70,9.804287355096967,3.1967120034796546,-18.239438361004012,1.0,3.4
2280,70,9.804287355096967,3.1967120034796546,-17.243435297709144,1.0,3.4
2340,70,9.804287355096967,3.1967120034796546,-17.498262248428397,1.0,3.4
2400,70,9.804287355096967,3.1967120034796546,-18.84835057038638,1.0,3.4
2460,70,9.804287355096967,3.1967120034796546,-18.95086479122237,1.0,3.4
2520,70,9.804287355096967,3.1967120034796546,-17.989834682579144,1.0,3.4
2580,70,9.804287355096967,3.1967120034796546,-17.008070977116024,1.0,3.4
2640,70,9.804287355096967,3.1967120034796546,-17.07846394415299,1.0,3.4
2700,70,9.804287355096967,3.1967120034796546,-18.15134161183979,1.0,3.4
2760,70,9.804287355096967,3.1967120034796546,-18.34107857340082,1.0,3.4
2820,70,9.804287355096967,3.1967120034796546,-18.169914867035764,1.0,3.4
2880,70,9.804287355096967,3.1967120034796546,-18.23012596878216,1.0,3.4
2940,70,9.804287355096967,3.1967120034796546,-18.263372141333978,1.0,3.4
3000,70,9.804287355096967,3.1967120034796546,-17.597427762549785,1.0,3.4
3060,70,9.804287355096967,3.1967120034796546,-16.94228286179968,1.0,3.4
3120,70,9.804287355096967,3.1967120034796546,-17.27128412455714,1.0,3.4
3180,70,9.804287355096967,3.1967120034796546,-18.071400479769125,1.0,3.4
3240,70,9.804287355096967,3.1967120034796546,-18.388438111289656,1.0,3.4
3300,70,9.804287355096967,3.1967120034796546,-18.247179834827097,1.0,3.4
3360,70,9.804287355096967,3.1967120034796546,-17.769308953718024,1.0,3.4
3420,70,9.804287355096967,3.1967120034796546,-16.830295783160757,1.0,3.4
3480,70,9.804287355096967,3.1967120034796546,-15.567483219268711,1.0,3.4
3540,70,9.804287355096967,3.1967120034796546,-14.409682063827727,1.0,3.4
3600,70,9.804287355096967,3.1967120034796546,-14.116054864940455,1.0,3.4
3660,70,9.804287355096967,3.1967120034796546,-13.637812653481806,1.0,3.4
3720,70,9.804287355096967,3.1967120034796546,-12.69817245067568,1.0,3.4
3780,70,9.804287355096967,3.1967120034796546,-13.390007184141403,1.0,3.4
3840,70,9.804287355096967,3.1967120034796546,-14.22911148332605,1.0,3.4
3900,70,9.804287355096967,3.1967120034796546,-14.67442357036402,1.0,3.4
3960,70,9.804287355096967,3.1967120034796546,-14.283558741628426,1.0,3.4
4020,70,9.804287355096967,3.1967120034796546,-12.436548965955904,1.0,3.4
4080,70,9.804287355096967,3.1967120034796546,-11.746906907631246,1.0,3.4
4140,70,9.804287355096967,3.1967120034796546,-12.59131813177423,1.0,3.4
4200,70,9.804287355096967,3.1967120034796546,-12.333661855462113,1.0,3.4
4260,70,9.804287355096967,3.1967120034796546,-12.007080925289081,1.0,3.4
4320,70,9.804287355096967,3.1967120034796546,-12.869183442570211,1.0,3.4
4380,70,9.804287355096967,3.1967120034796546,-12.65495515521756,1.0,3.4
4440,70,9.804287355096967,3.1967120034796546,-11.134060574463694,1.0,3.4
4500,70,9.804287355096967,3.1967120034796546,-9.782315629999445,1.0,3.4
4560,70,9.804287355096967,3.1967120034796546,-10.116540929629753,1.0,3.4
4620,70,9.804287355096967,3.1967120034796546,-10.485871852815205,1.0,3.4
4680,70,9.804287355096967,3.1967120034796546,-10.851814664994823,1.0,3.4
4740,70,9.804287355096967,3.1967120034796546,-11.105352044587521,1.0,3.4
4800,70,9.804287355096967,3.1967120034796546,-10.898824871713844,1.0,3.4
4860,70,9.804287355096967,3.1967120034796546,-11.557417090969167,1.0,3.4
4920,70,9.804287355096967,3.1967120034796546,-12.577365998073919,1.0,3.4
4980,70,9.804287355096967,3.1967120034796546,-14.007255887186409,1.0,3.4
5040,70,9.804287355096967,3.1967120034796546,-14.614447816635609,1.0,3.4
5100,70,9.804287355096967,3.1967120034796546,-14.051351469235875,1.0,3.4
5160,70,9.804287355096967,3.1967120034796546,-13.785049635166361,1.0,3.4
5220,70,9.804287355096967,3.1967120034796546,-13.93505735813384,1.0,3.4
5280,70,9.804287355096967,3.1967120034796546,-13.481673172212313,1.0,3.4
5340,70,9.804287355096967,3.1967120034796546,-13.750953215214825,1.0,3.4
5400,70,9.804287355096967,3.1967120034796546,-15.472285797139653,1.0,3.4
5460,70,9.804287355096967,3.1967120034796546,-16.654470289609243,1.0,3.4
5520,70,9.804287355096967,3.1967120034796546,-16.518274698708,1.0,3.4
5580,70,9.804287355096967,3.1967120034796546,-16.01237640496703,1.0,3.4
5640,70,9.804287355096967,3.1967120034796546,-16.308199948611602,1.0,3.4
5700,70,9.804287355096967,3.1967120034796546,-16.51031702951414,1.0,3.4
5760,70,9.804287355096967,3.1967120034796546,-16.46816050295277,1.0,3.4
5820,70,9.804287355096967,3.1967120034796546,-16.885326761420465,1.0,3.4
5880,70,9.804287355096967,3.1967120034796546,-16.155514363648777,1.0,3.4
5940,70,9.804287355096967,3.1967120034796546,-14.433630572038041,1.0,3.4
6000,70,9.804287355096967,3.1967120034796546,-12.744484950700606,1.0,3.4
6060,70,9.804287355096967,3.1967120034796546,-11.13444840405919,1.0,3.4
6120,70,9.804287355096967,3.1967120034796546,-10.208714216135817,1.0,3.4
6180,70,9.804287355096967,3.1967120034796546,-9.398967006779124,1.0,3.4
6240,70,9.804287355096967,3.1967120034796546,-8.692979013938839,1.0,3.4
6300,70,9.804287355096967,3.1967120034796546,-8.552707896305144,1.0,3.4
6360,70,9.804287355096967,3.1967120034796546,-9.094567324947896,1.0,3.4
6420,70,9.804287355096967,3.1967120034796546,-8.77812158243148,1.0,3.4
6480,70,9.804287355096967,3.1967120034796546,-7.261681642992184,1.0,3.4
6540,70,9.804287355096967,3.1967120034796546,-5.717952184248064,1.0,3.4
6600,70,9.804287355096967,3.1967120034796546,-4.960175389619068,1.0,3.4
6660,70,9.804287355096967,3.1967120034796546,-4.755449602012982,1.0,3.4
6720,70,9.804287355096967,3.1967120034796546,-4.550398964752988,1.0,3.4
6780,70,9.804287355096967,3.1967120034796546,-5.189456682838662,1.0,3.4
6840,70,9.804287355096967,3.1967120034796546,-6.265814429837079,1.0,3.4
6900,70,9.804287355096967,3.1967120034796546,-7.091823256874687,1.0,3.4
6960,70,9.804287355096967,3.1967120034796546,-7.559375794839088,1.0,3.4
7020,70,9.804287355096967,3.1967120034796546,-7.959766496286624,1.0,3.4
7080,70,9.804287355096967,3.1967120034796546,-8.602388436158337,1.0,3.4
7140,70,9.804287355096967,3.1967120034796546,-9.033956152837069,1.0,3.4
