TIME,Weight,Load,Velocity,Slope,Eta,Gravity
0,70,18.601822986387866,2.3184388787653782,-1.1415924861040794,1.0,3.4
60,70,18.601822986387866,2.3184388787653782,-0.738101558233818,1.0,3.4
120,70,18.601822986387866,2.3184388787653782,0.5420520499890618,1.0,3.4
180,70,18.601822986387866,2.3184388787653782,1.2823882272436826,1.0,3.4
240,70,18.601822986387866,2.3184388787653782,0.4963029942304772,1.0,3.4
300,70,18.601822986387866,2.3184388787653782,-1.1186488579392475,1.0,3.4
360,70,18.601822986387866,2.3184388787653782,-2.7813150900462196,1.0,3.4
420,70,18.601822986387866,2.3184388787653782,-3.9557795506908886,1.0,3.4
480,70,18.601822986387866,2.3184388787653782,-4.2306024839334615,1.0,3.4
540,70,18.601822986387866,2.3184388787653782,-3.8732142395896965,1.0,3.4
600,70,18.601822986387866,2.3184388787653782,-4.005651318641756,1.0,3.4
660,70,18.601822986387866,2.3184388787653782,-4.005118175389768,1.0,3.4
720,70,18.601822986387866,2.3184388787653782,-4.511492129448712,1.0,3.4
780,70,18.601822986387866,2.3184388787653782,-5.304730171347494,1.0,3.4
840,70,18.601822986387866,2.3184388787653782,-5.525708737508795,1.0,3.4
900,70,18.601822986387866,2.3184388787653782,-5.804998217335553,1.0,3.4
960,70,18.601822986387866,2.3184388787653782,-6.253808865111703,1.0,3.4
1020,70,18.601822986387866,2.3184388787653782,-7.488062885750399,1.0,3.4
1080,70,18.601822986387866,2.3184388787653782,-8.826480154359384,1.0,3.4
1140,70,18.601822986387866,2.3184388787653782,-9.36302320528771,1.0,3.4
1200,70,18.601822986387866,2.3184388787653782,-9.871911050860211,1.0,3.4
1260,70,18.601822986387866,2.3184388787653782,-9.961525998485415,1.0,3.4
1320,70,18.601822986387866,2.3184388787653782,-9.784644138716969,1.0,3.4
1380,70,18.601822986387866,2.3184388787653782,-9.03112779647391,1.0,3.4
1440,70,18.601822986387866,2.3184388787653782,-7.214095020895395,1.0,3.4
1500,70,18.601822986387866,2.3184388787653782,-6.392148444286821,1.0,3.4
1560,70,18.601822986387866,2.3184388787653782,-6.136676038593173,1.0,3.4
1620,70,18.601822986387866,2.3184388787653782,-6.576908224448873,1.0,3.4
1680,70,18.601822986387866,2.3184388787653782,-7.593204379683016,1.0,3.4
1740,70,18.601822986387866,2.3184388787653782,-8.77428936512834,1.0,3.4
1800,70,18.601822986387866,2.3184388787653782,-10.481898488302996,1.0,3.4
1860,70,18.601822986387866,2.3184388787653782,-11.78500380829217,1.0,3.4
1920,70,18.601822986387866,2.3184388787653782,-12.741910865400335,1.0,3.4
1980,70,18.601822986387866,2.3184388787653782,-13.623484667186958,1.0,3.4
2040,70,18.601822986387866,2.3184388787653782,-13.929277215496324,1.0,3.4
2100,70,18.601822986387866,2.3184388787653782,-13.610405661230136,1.0,3.4
2160,70,18.601822986387866,2.3184388787653782,-13.812916563535111,1.0,3.4
2220,70,18.601822986387866,2.3184388787653782,-13.521138447763867,1.0,3.4
2280,70,18.601822986387866,2.3184388787653782,-12.663228475623356,1.0,3.4
2340,70,18.601822986387866,2.3184388787653782,-11.958076180085683,1.0,3.4
2400,70,18.601822986387866,2.3184388787653782,-10.478299805243777,1.0,3.4
2460,70,18.601822986387866,2.3184388787653782,-10.421392150144044,1.0,3.4
2520,70,18.601822986387866,2.3184388787653782,-10.647270361918457,1.0,3.4
2580,70,18.601822986387866,2.3184388787653782,-9.773326150632347,1.0,3.4
2640,70,18.601822986387866,2.3184388787653782,-9.367238511160892,1.0,3.4
2700,70,18.601822986387866,2.3184388787653782,-8.660242171136664,1.0,3.4
2760,70,18.601822986387866,2.3184388787653782,-7.512943956511184,1.0,3.4
2820,70,18.601822986387866,2.3184388787653782,-7.391977989163312,1.0,3.4
2880,70,18.601822986387866,2.3184388787653782,-7.73788065690105,1.0,3.4
2940,70,18.601822986387866,2.3184388787653782,-7.184795911718239,1.0,3.4
3000,70,18.601822986387866,2.3184388787653782,-6.954021493568192,1.0,3.4
3060,70,18.601822986387866,2.3184388787653782,-6.639312554414653,1.0,3.4
3120,70,18.601822986387866,2.3184388787653782,-6.83578103877737,1.0,3.4
3180,70,18.601822986387866,2.3184388787653782,-6.844044943496675,1.0,3.4
3240,70,18.601822986387866,2.3184388787653782,-6.356356852617271,1.0,3.4
3300,70,18.601822986387866,2.3184388787653782,-7.408100262653367,1.0,3.4
3360,70,18.601822986387866,2.3184388787653782,-8.012900599248189,1.0,3.4
3420,70,18.601822986387866,2.3184388787653782,-8.152746536330781,1.0,3.4
3480,70,18.601822986387866,2.3184388787653782,-7.9341603622165096,1.0,3.4
3540,70,18.601822986387866,2.3184388787653782,-8.215868728761961,1.0,3.4
3600,70,18.601822986387866,2.3184388787653782,-9.433360872612143,1.0,3.4
3660,70,18.601822986387866,2.3184388787653782,-10.117464146121002,1.0,3.4
3720,70,18.601822986387866,2.3184388787653782,-10.690720114589297,1.0,3.4
3780,70,18.601822986387866,2.3184388787653782,-10.583694336216642,1.0,3.4
3840,70,18.601822986387866,2.3184388787653782,-9.330784817090958,1.0,3.4
