TIME,Weight,Load,Velocity,Slope,Eta,Gravity,Rate,Fatigue
0,70,25.249946179895662,4.6617334027124295,2.503189998125096,1.0,3.4,3623.7318470138516,0.0
60,70,25.249946179895662,4.6617334027124295,2.223150635981514,1.0,3.4,3580.2108038655133,217423.9108208311
120,70,25.249946179895662,4.6617334027124295,1.6578354702351876,1.0,3.4,3492.3549198478886,432236.5590527619
180,70,25.249946179895662,4.6617334027124295,1.4183961496148794,1.0,3.4,3455.1435474023883,641777.8542436352
240,70,25.249946179895662,4.6617334027124295,2.2136979586009558,1.0,3.4,3578.741759024825,849086.4670877785
300,70,25.249946179895662,4.6617334027124295,2.8368511599675634,1.0,3.4,3675.5862781563765,1063810.972629268
360,70,25.249946179895662,4.6617334027124295,2.115272801766644,1.0,3.4,3563.445461159128,1284346.1493186506
420,70,25.249946179895662,4.6617334027124295,0.9046544552663821,1.0,3.4,3375.30271975696,1498152.8769881984
480,70,25.249946179895662,4.6617334027124295,0.0469519587771034,1.0,3.4,3242.0067892405596,1700671.040173616
540,70,25.249946179895662,4.6617334027124295,-0.2594137576997454,1.0,3.4,3194.3943555316,1895191.4475280496
600,70,25.249946179895662,4.6617334027124295,0.01984683377131935,1.0,3.4,3237.7943695796657,2086855.1088599456
660,70,25.249946179895662,4.6617334027124295,0.34703702733999103,1.0,3.4,3288.643144634061,2281122.7710347255
720,70,25.249946179895662,4.6617334027124295,0.6480731297124922,1.0,3.4,3335.4273006194044,2478441.3597127693
780,70,25.249946179895662,4.6617334027124295,0.03585520153675181,1.0,3.4,3240.282237209848,2678566.9977499335
840,70,25.249946179895662,4.6617334027124295,-1.3752430319722684,1.0,3.4,3020.982826452002,2872983.931982524
900,70,25.249946179895662,4.6617334027124295,-1.2607747952755113,1.0,3.4,3038.772386570481,3054242.9015696445
960,70,25.249946179895662,4.6617334027124295,-0.7935771314268366,1.0,3.4,3111.3797855144057,3236569.2447638735
1020,70,25.249946179895662,4.6617334027124295,-0.5123587260151936,1.0,3.4,3155.0840643070133,3423252.031894738
1080,70,25.249946179895662,4.6617334027124295,-0.5882892188163708,1.0,3.4,3143.28367229005,3612557.075753159
1140,70,25.249946179895662,4.6617334027124295,-1.853730938628776,1.0,3.4,2946.620805798352,3801154.0960905617
1200,70,25.249946179895662,4.6617334027124295,-3.627410076603297,1.0,3.4,2670.9725336975207,3977951.344438463
1260,70,25.249946179895662,4.6617334027124295,-4.284758367043321,1.0,3.4,2568.8137404023882,4138209.696460314
1320,70,25.249946179895662,4.6617334027124295,-4.459399472635373,1.0,3.4,2541.6726876812063,4292338.520884457
1380,70,25.249946179895662,4.6617334027124295,-4.339864703137536,1.0,3.4,2560.249639939706,4444838.882145329
1440,70,25.249946179895662,4.6617334027124295,-3.785589170677112,1.0,3.4,2646.3898495860567,4598453.860541712
1500,70,25.249946179895662,4.6617334027124295,-2.889950572049727,1.0,3.4,2785.5814467880055,4757237.251516875
1560,70,25.249946179895662,4.6617334027124295,-2.388849006376585,1.0,3.4,2863.4578663542634,4924372.1383241555
1620,70,25.249946179895662,4.6617334027124295,-2.6369959567366643,1.0,3.4,2824.893237256828,5096179.610305412
1680,70,25.249946179895662,4.6617334027124295,-3.0170634925698296,1.0,3.4,2765.8267706727584,5265673.204540822
1740,70,25.249946179895662,4.6617334027124295,-4.555764780591833,1.0,3.4,2526.696511855517,5431622.810781187
1800,70,25.249946179895662,4.6617334027124295,-5.929786348434732,1.0,3.4,2313.1592023747926,5583224.601492519
1860,70,25.249946179895662,4.6617334027124295,-6.953576053375772,1.0,3.4,2154.051584136757,5722014.153635006
1920,70,25.249946179895662,4.6617334027124295,-7.8531531226446685,1.0,3.4,2014.2479074420705,5851257.248683211
1980,70,25.249946179895662,4.6617334027124295,-7.214900910726577,1.0,3.4,2113.4389705904287,5972112.123129736
2040,70,25.249946179895662,4.6617334027124295,-6.9603429537042185,1.0,3.4,2152.9999371149943,6098918.461365161
2100,70,25.249946179895662,4.6617334027124295,-6.819491075270602,1.0,3.4,2174.889790855237,6228098.457592061
2160,70,25.249946179895662,4.6617334027124295,-5.880250074740918,1.0,3.4,2320.8576569360876,6358591.845043375
2220,70,25.249946179895662,4.6617334027124295,-5.378231466176128,1.0,3.4,2398.8765945503474,6497843.30445954
2280,70,25.249946179895662,4.6617334027124295,-4.895954904275807,1.0,3.4,2473.827411818438,6641775.900132561
2340,70,25.249946179895662,4.6617334027124295,-4.121948076062214,1.0,3.4,2594.116160906937,6790205.544841668
2400,70,25.249946179895662,4.6617334027124295,-2.8387400830893053,1.0,3.4,2793.5400918964424,6945852.514496084
2460,70,25.249946179895662,4.6617334027124295,-2.1824276303456385,1.0,3.4,2895.537905189575,7113464.920009871
2520,70,25.249946179895662,4.6617334027124295,-1.4377244842545875,1.0,3.4,3011.2725558674138,7287197.194321246
2580,70,25.249946179895662,4.6617334027124295,-0.4169858318299968,1.0,3.4,3169.9060086624204,7467873.547673291
2640,70,25.249946179895662,4.6617334027124295,0.4428118903682972,1.0,3.4,3303.5275591480613,7658067.908193036
2700,70,25.249946179895662,4.6617334027124295,0.4211242650948714,1.0,3.4,3300.1570755557377,7856279.561741919
2760,70,25.249946179895662,4.6617334027124295,0.3558213692222748,1.0,3.4,3290.008323154547,8054288.986275263
2820,70,25.249946179895662,4.6617334027124295,0.9250155568484644,1.0,3.4,3378.467047706139,8251689.485664536
2880,70,25.249946179895662,4.6617334027124295,0.48002111126496705,1.0,3.4,3309.310260893146,8454397.508526905
2940,70,25.249946179895662,4.6617334027124295,-0.36806911027300665,1.0,3.4,3177.5081783476435,8652956.124180494
3000,70,25.249946179895662,4.6617334027124295,0.28521358544230346,1.0,3.4,3279.0351357391246,8843606.614881352
3060,70,25.249946179895662,4.6617334027124295,0.6696739613750692,1.0,3.4,3338.784295577653,9040348.723025698
3120,70,25.249946179895662,4.6617334027124295,-0.7427994232862305,1.0,3.4,3119.2711719611016,9240675.780760357
3180,70,25.249946179895662,4.6617334027124295,-1.7740968024199688,1.0,3.4,2958.996782702082,9427832.051078023
3240,70,25.249946179895662,4.6617334027124295,-1.8387855340579315,1.0,3.4,2948.943477840661,9605371.858040148
3300,70,25.249946179895662,4.6617334027124295,-1.6068911509782433,1.0,3.4,2984.9822881515274,9782308.466710588
3360,70,25.249946179895662,4.6617334027124295,-1.6728416854821715,1.0,3.4,2974.7328859395275,9961407.403999679
3420,70,25.249946179895662,4.6617334027124295,-2.434031070892802,1.0,3.4,2856.4361013984735,10139891.37715605
3480,70,25.249946179895662,4.6617334027124295,-2.2002634855811096,1.0,3.4,2892.76602691022,10311277.543239959
3540,70,25.249946179895662,4.6617334027124295,-2.0856145437373157,1.0,3.4,2910.583670496827,10484843.504854571
3600,70,25.249946179895662,4.6617334027124295,-3.2407726951452647,1.0,3.4,2731.060022943294,10659478.52508438
3660,70,25.249946179895662,4.6617334027124295,-3.0425912653298246,1.0,3.4,2761.8594880334012,10823342.126460977
3720,70,25.249946179895662,4.6617334027124295,-2.8058475855227067,1.0,3.4,2798.651929728435,10989053.695742982
3780,70,25.249946179895662,4.6617334027124295,-3.4240319410355875,1.0,3.4,2702.5796211645056,11156972.811526688
3840,70,25.249946179895662,4.6617334027124295,-3.647800207680685,1.0,3.4,2667.8036942614262,11319127.588796558
3900,70,25.249946179895662,4.6617334027124295,-3.728240276319287,1.0,3.4,2655.3024670365157,11479195.810452243
3960,70,25.249946179895662,4.6617334027124295,-3.717641854029587,1.0,3.4,2656.949572608545,11638513.958474435
4020,70,25.249946179895662,4.6617334027124295,-3.2059071561266705,1.0,3.4,2736.4784920342227,11797930.932830948
4080,70,25.249946179895662,4.6617334027124295,-3.5681935872398816,1.0,3.4,2680.1753949272825,11962119.642353002
4140,70,25.249946179895662,4.6617334027124295,-3.548679825747169,1.0,3.4,2683.2080373722947,12122930.166048639
4200,70,25.249946179895662,4.6617334027124295,-2.210161145483669,1.0,3.4,2891.227827135768,12283922.648290977
4260,70,25.249946179895662,4.6617334027124295,-0.7485266995530667,1.0,3.4,3118.381093382063,12457396.317919124
4320,70,25.249946179895662,4.6617334027124295,1.0117968022531847,1.0,3.4,3391.95376006263,12644499.183522047
4380,70,25.249946179895662,4.6617334027124295,2.2866661009449447,1.0,3.4,3590.081770825662,12848016.409125805
4440,70,25.249946179895662,4.6617334027124295,3.204560313067296,1.0,3.4,3732.7321229247536,13063421.315375345
4500,70,25.249946179895662,4.6617334027124295,3.7851323907733954,1.0,3.4,3822.9590904880242,13287385.242750831
4560,70,25.249946179895662,4.6617334027124295,4.8657272492314085,1.0,3.4,3990.8948231680306,13516762.788180113
4620,70,25.249946179895662,4.6617334027124295,5.372612266101094,1.0,3.4,4069.6700514844033,13756216.477570195
4680,70,25.249946179895662,4.6617334027124295,5.861938871377075,1.0,3.4,4145.716519162497,14000396.680659259
4740,70,25.249946179895662,4.6617334027124295,7.513907499048417,1.0,3.4,4402.449706148275,14249139.671809008
4800,70,25.249946179895662,4.6617334027124295,8.630093074982607,1.0,3.4,4575.91660822927,14513286.654177904
