TIME,Weight,Load,Velocity,Slope,Eta,Gravity,Rate,Fatigue
0,70,4.821706916491371,3.0063516309948928,8.832253421920779,1.0,3.4,1815.440332331805,0.0
60,70,4.821706916491371,3.0063516309948928,9.000088313110792,1.0,3.4,1828.65382666405,108926.4199399083
120,70,4.821706916491371,3.0063516309948928,8.242892188357319,1.0,3.4,1769.0404373867234,218645.6495397513
180,70,4.821706916491371,3.0063516309948928,7.094784131778171,1.0,3.4,1678.6508932886588,324788.0757829547
240,70,4.821706916491371,3.0063516309948928,7.1328395275290655,1.0,3.4,1681.6469613439983,425507.1293802742
300,70,4.821706916491371,3.0063516309948928,6.6839994741734206,1.0,3.4,1646.3101761317687,526405.9470609141
360,70,4.821706916491371,3.0063516309948928,6.598059187534176,1.0,3.4,1639.5441724577558,625184.5576288202
420,70,4.821706916491371,3.0063516309948928,7.7810232946524645,1.0,3.4,1732.6779029581696,723557.2079762856
480,70,4.821706916491371,3.0063516309948928,8.818943079564843,1.0,3.4,1814.3924207084629,827517.8821537758
540,70,4.821706916491371,3.0063516309948928,9.594618799258393,1.0,3.4,1875.46069234828,936381.4273962835
600,70,4.821706916491371,3.0063516309948928,9.212527638334462,1.0,3.4,1845.3789891132035,1048909.0689371803
660,70,4.821706916491371,3.0063516309948928,7.545376972810546,1.0,3.4,1714.1256739431226,1159631.8082839726
720,70,4.821706916491371,3.0063516309948928,7.437241408505689,1.0,3.4,1705.6122554523351,1262479.3487205599
780,70,4.821706916491371,3.0063516309948928,9.21346922432603,1.0,3.4,1845.4531193555783,1364816.0840477
840,70,4.821706916491371,3.0063516309948928,11.045944752341,1.0,3.4,1989.7223164916538,1475543.2712090348
900,70,4.821706916491371,3.0063516309948928,11.666371417128868,1.0,3.4,2038.5679656926113,1594926.610198534
960,70,4.821706916491371,3.0063516309948928,11.33540564425217,1.0,3.4,2012.511319586038,1717240.6881400908
1020,70,4.821706916491371,3.0063516309948928,11.62326368763663,1.0,3.4,2035.1741318164552,1837991.367315253
1080,70,4.821706916491371,3.0063516309948928,12.17176473719735,1.0,3.4,2078.357140177903,1960101.8152242403
1140,70,4.821706916491371,3.0063516309948928,11.813334559251494,1.0,3.4,2050.1382454581444,2084803.2436349145
1200,70,4.821706916491371,3.0063516309948928,11.28600917770242,1.0,3.4,2008.622378936331,2207811.5383624034
1260,70,4.821706916491371,3.0063516309948928,10.739170845001102,1.0,3.4,1965.5702748203707,2328328.8810985833
1320,70,4.821706916491371,3.0063516309948928,9.688282517750244,1.0,3.4,1882.834755063451,2446263.0975878057
1380,70,4.821706916491371,3.0063516309948928,8.452435065013008,1.0,3.4,1785.537564970985,2559233.182891613
1440,70,4.821706916491371,3.0063516309948928,7.685236311204785,1.0,3.4,1725.1366774482974,2666365.436789872
1500,70,4.821706916491371,3.0063516309948928,7.690290635607928,1.0,3.4,1725.534599992178,2769873.63743677
1560,70,4.821706916491371,3.0063516309948928,8.217149608959318,1.0,3.4,1767.013746604127,2873405.7134363004
1620,70,4.821706916491371,3.0063516309948928,9.352370719940428,1.0,3.4,1856.3887127356422,2979426.538232548
1680,70,4.821706916491371,3.0063516309948928,10.47895835844116,1.0,3.4,1945.083973122552,3090809.860996687
1740,70,4.821706916491371,3.0063516309948928,10.705085953629288,1.0,3.4,1962.88680110544,3207514.89938404
1800,70,4.821706916491371,3.0063516309948928,10.065269288436197,1.0,3.4,1912.514594115217,3325288.1074503665
1860,70,4.821706916491371,3.0063516309948928,9.137876358344164,1.0,3.4,1839.5017590685286,3440038.9830972794
1920,70,4.821706916491371,3.0063516309948928,9.01014848946621,1.0,3.4,1829.4458555581089,3550409.088641391
1980,70,4.821706916491371,3.0063516309948928,10.108435124234733,1.0,3.4,1915.9130026500957,3660175.839974878
2040,70,4.821706916491371,3.0063516309948928,10.964637278601714,1.0,3.4,1983.321050129185,3775130.620133884
2100,70,4.821706916491371,3.0063516309948928,10.82178170802979,1.0,3.4,1972.0741558827158,3894129.883141635
2160,70,4.821706916491371,3.0063516309948928,9.91830064240516,1.0,3.4,1900.943881031784,4012454.332494598
2220,70,4.821706916491371,3.0063516309948928,8.843067144012892,1.0,3.4,1816.2916872232786,4126510.965356505
2280,70,4.821706916491371,3.0063516309948928,9.123888187023162,1.0,3.4,1838.4004825630418,4235488.466589902
2340,70,4.821706916491371,3.0063516309948928,9.078823793621147,1.0,3.4,1834.852602246967,4345792.495543684
2400,70,4.821706916491371,3.0063516309948928,7.283679360574785,1.0,3.4,1693.5224495985228,4455883.651678502
2460,70,4.821706916491371,3.0063516309948928,6.063267571736867,1.0,3.4,1597.4404958374414,4557494.998654413
2520,70,4.821706916491371,3.0063516309948928,6.282007018663934,1.0,3.4,1614.6616613633687,4653341.42840466
2580,70,4.821706916491371,3.0063516309948928,7.098124568731704,1.0,3.4,1678.913882971196,4750221.128086462
2640,70,4.821706916491371,3.0063516309948928,7.1910065576998425,1.0,3.4,1686.2264008040265,4850955.961064734
2700,70,4.821706916491371,3.0063516309948928,7.146426206651545,1.0,3.4,1682.7166287195125,4952129.545112975
2760,70,4.821706916491371,3.0063516309948928,6.6110275933201015,1.0,3.4,1640.5651637137194,5053092.5428361455
2820,70,4.821706916491371,3.0063516309948928,5.249597877595727,1.0,3.4,1533.3809917878248,5151526.452658969
2880,70,4.821706916491371,3.0063516309948928,5.073116946292116,1.0,3.4,1519.4868022721923,5243529.312166238
2940,70,4.821706916491371,3.0063516309948928,6.013946088821187,1.0,3.4,1593.557458583725,5334698.5203025695
3000,70,4.821706916491371,3.0063516309948928,6.130977683210768,1.0,3.4,1602.7712537498896,5430311.967817593
3060,70,4.821706916491371,3.0063516309948928,5.033086373806559,1.0,3.4,1516.3352302784072,5526478.243042586
3120,70,4.821706916491371,3.0063516309948928,5.109223239672769,1.0,3.4,1522.3294192010137,5617458.356859291
3180,70,4.821706916491371,3.0063516309948928,5.526552981303025,1.0,3.4,1555.185425104254,5708798.122011351
3240,70,4.821706916491371,3.0063516309948928,5.441714203039885,1.0,3.4,1548.5061422222132,5802109.247517606
3300,70,4.821706916491371,3.0063516309948928,5.13206382708797,1.0,3.4,1524.1276386905133,5895019.616050939
3360,70,4.821706916491371,3.0063516309948928,4.582539605080032,1.0,3.4,1480.8640768563255,5986467.27437237
3420,70,4.821706916491371,3.0063516309948928,3.9310964110347255,1.0,3.4,1429.5765234086218,6075319.118983749
3480,70,4.821706916491371,3.0063516309948928,2.367111186030271,1.0,3.4,1306.4453332265098,6161093.7103882665
3540,70,4.821706916491371,3.0063516309948928,1.557394977663639,1.0,3.4,1242.6970836574349,6239480.430381857
3600,70,4.821706916491371,3.0063516309948928,1.5748604109150524,1.0,3.4,1244.0721219563336,6314042.255401303
3660,70,4.821706916491371,3.0063516309948928,1.6892736580588392,1.0,3.4,1253.079776931702,6388686.582718683
3720,70,4.821706916491371,3.0063516309948928,2.096203826120047,1.0,3.4,1285.1170334948138,6463871.369334586
3780,70,4.821706916491371,3.0063516309948928,2.017196273720418,1.0,3.4,1278.8968379297858,6540978.391344274
3840,70,4.821706916491371,3.0063516309948928,1.224765030966661,1.0,3.4,1216.5094186001165,6617712.201620062
3900,70,4.821706916491371,3.0063516309948928,0.7749209281934597,1.0,3.4,1181.0935854545633,6690702.766736069
3960,70,4.821706916491371,3.0063516309948928,0.4146666205920113,1.0,3.4,1152.7310786009114,6761568.381863343
4020,70,4.821706916491371,3.0063516309948928,-0.7366150848519943,1.0,3.4,1062.0916759007946,6830732.2465793975
4080,70,4.821706916491371,3.0063516309948928,-1.979979237479779,1.0,3.4,964.2027025939042,6894457.747133445
4140,70,4.821706916491371,3.0063516309948928,-2.5296951242309555,1.0,3.4,920.9240511619544,6952309.909289079
4200,70,4.821706916491371,3.0063516309948928,-1.9427990356081688,1.0,3.4,967.1298673998566,7007565.352358796
