TIME,Weight,Load,Velocity,Slope,Eta,Gravity,Rate,Fatigue
0,70,9.804287355096967,3.1967120034796546,-17.162883285603694,1.0,3.4,-201.048843360013,0.0
60,70,9.804287355096967,3.1967120034796546,-16.673298844209835,1.0,3.4,-157.33435620819182,-12062.93060160078
120,70,9.804287355096967,3.1967120034796546,-16.788951673425554,1.0,3.4,-167.66087741550115,-21502.99197409229
180,70,9.804287355096967,3.1967120034796546,-17.491240778232687,1.0,3.4,-230.36754342300537,-31562.644619022358
240,70,9.804287355096967,3.1967120034796546,-17.467568605859572,1.0,3.4,-228.2538796960411,-45384.697224402684
300,70,9.804287355096967,3.1967120034796546,-16.611731763990452,1.0,3.4,-151.83709545055223,-59079.93000616515
360,70,9.804287355096967,3.1967120034796546,-16.859641926775478,1.0,3.4,-173.97273684270505,-68190.15573319829
420,70,9.804287355096967,3.1967120034796546,-18.372794526533355,1.0,3.4,-309.08056357947606,-78628.51994376059
480,70,9.804287355096967,3.1967120034796546,-18.369938405837573,1.0,3.4,-308.825543523887,-97173.35375852915
540,70,9.804287355096967,3.1967120034796546,-18.259249409835974,1.0,3.4,-298.9422378375708,-115702.88636996236
600,70,9.804287355096967,3.1967120034796546,-18.111663644851802,1.0,3.4,-285.7644579048094,-133639.42064021662
660,70,9.804287355096967,3.1967120034796546,-17.04490975658276,1.0,3.4,-190.51510927328826,-150785.28811450518
720,70,9.804287355096967,3.1967120034796546,-15.726341247848868,1.0,3.4,-72.78149427167675,-162216.19467090248
780,70,9.804287355096967,3.1967120034796546,-14.365728311114507,1.0,3.4,48.70622411279456,-166583.08432720308
840,70,9.804287355096967,3.1967120034796546,-13.060462379490604,1.0,3.4,165.25206579688557,-163660.7108804354
900,70,9.804287355096967,3.1967120034796546,-12.300567349408007,1.0,3.4,233.10230514416685,-153745.58693262225
960,70,9.804287355096967,3.1967120034796546,-12.526686412142807,1.0,3.4,212.9123684816368,-139759.44862397225
1020,70,9.804287355096967,3.1967120034796546,-12.401396856407814,1.0,3.4,224.0993430081181,-126984.70651507404
1080,70,9.804287355096967,3.1967120034796546,-12.138354631776707,1.0,3.4,247.58611051299584,-113538.74593458696
1140,70,9.804287355096967,3.1967120034796546,-13.006335357836086,1.0,3.4,170.08501143941118,-98683.5793038072
1200,70,9.804287355096967,3.1967120034796546,-14.738542313342107,1.0,3.4,15.418048401984677,-88478.47861744252
1260,70,9.804287355096967,3.1967120034796546,-15.630551044049847,1.0,3.4,-64.22848629348009,-87553.39571332345
1320,70,9.804287355096967,3.1967120034796546,-15.506025984002715,1.0,3.4,-53.109772794308654,-91407.10489093226
1380,70,9.804287355096967,3.1967120034796546,-15.494813434726876,1.0,3.4,-52.108615895077165,-94593.69125859077
1440,70,9.804287355096967,3.1967120034796546,-15.942164482876134,1.0,3.4,-92.05212715331676,-97720.2082122954
1500,70,9.804287355096967,3.1967120034796546,-16.01904430939608,1.0,3.4,-98.9166471512812,-103243.33584149441
1560,70,9.804287355096967,3.1967120034796546,-14.98830742695502,1.0,3.4,-6.883219626304751,-109178.33467057128
1620,70,9.804287355096967,3.1967120034796546,-14.447606583591812,1.0,3.4,41.39539805788111,-109591.32784814957
1680,70,9.804287355096967,3.1967120034796546,-14.166720628949554,1.0,3.4,66.47541371437948,-107107.6039646767
1740,70,9.804287355096967,3.1967120034796546,-13.427530134858953,1.0,3.4,132.47696651020553,-103119.07914181393
1800,70,9.804287355096967,3.1967120034796546,-13.255457694709087,1.0,3.4,147.84113627977254,-95170.4611512016
1860,70,9.804287355096967,3.1967120034796546,-14.181467645690924,1.0,3.4,65.15866787982438,-86299.99297441525
1920,70,9.804287355096967,3.1967120034796546,-15.243261672338019,1.0,3.4,-29.64781985005102,-82390.47290162579
1980,70,9.804287355096967,3.1967120034796546,-15.431434335444086,1.0,3.4,-46.44956183403825,-84169.34209262885
2040,70,9.804287355096967,3.1967120034796546,-15.790836928961205,1.0,3.4,-78.5402467665606,-86956.31580267115
2100,70,9.804287355096967,3.1967120034796546,-17.030234072202575,1.0,3.4,-189.20473263130305,-91668.73060866479
2160,70,9.804287355096967,3.1967120034796546,-18.44451212020121,1.0,3.4,-315.48415315848155,-103021.01456654297
2220,70,9.804287355096967,3.1967120034796546,-18.239438361004005,1.0,3.4,-297.1733298282321,-121950.06375605187
2280,70,9.804287355096967,3.1967120034796546,-17.243435297709144,1.0,3.4,-208.24124900144193,-139780.4635457458
2340,70,9.804287355096967,3.1967120034796546,-17.498262248428397,1.0,3.4,-230.99448321664624,-152274.9384858323
2400,70,9.804287355096967,3.1967120034796546,-18.84835057038638,1.0,3.4,-351.5424696600655,-166134.60747883108
2460,70,9.804287355096967,3.1967120034796546,-18.950864791222372,1.0,3.4,-360.69585814777037,-187227.15565843502
2520,70,9.804287355096967,3.1967120034796546,-17.989834682579147,1.0,3.4,-274.88647618050163,-208868.90714730124
2580,70,9.804287355096967,3.1967120034796546,-17.008070977116024,1.0,3.4,-187.22581285058612,-225362.09571813134
2640,70,9.804287355096967,3.1967120034796546,-17.07846394415299,1.0,3.4,-193.51112789114393,-236595.6444891665
2700,70,9.804287355096967,3.1967120034796546,-18.151341611839786,1.0,3.4,-289.30726243750325,-248206.31216263515
2760,70,9.804287355096967,3.1967120034796546,-18.341078573400818,1.0,3.4,-306.2486790086087,-265564.74790888536
2820,70,9.804287355096967,3.1967120034796546,-18.169914867035764,1.0,3.4,-290.96564913647694,-283939.66864940186
2880,70,9.804287355096967,3.1967120034796546,-18.23012596878216,1.0,3.4,-296.3418359821951,-301397.6075975905
2940,70,9.804287355096967,3.1967120034796546,-18.263372141333974,1.0,3.4,-299.3103522584184,-319178.1177565222
3000,70,9.804287355096967,3.1967120034796546,-17.597427762549785,1.0,3.4,-239.84886915387364,-337136.7388920273
3060,70,9.804287355096967,3.1967120034796546,-16.94228286179968,1.0,3.4,-181.35166024567263,-351527.6710412597
3120,70,9.804287355096967,3.1967120034796546,-17.27128412455714,1.0,3.4,-210.72784187594993,-362408.77065600007
3180,70,9.804287355096967,3.1967120034796546,-18.071400479769125,1.0,3.4,-282.16940164099634,-375052.44116855704
3240,70,9.804287355096967,3.1967120034796546,-18.388438111289656,1.0,3.4,-310.47736304248747,-391982.6052670168
3300,70,9.804287355096967,3.1967120034796546,-18.247179834827094,1.0,3.4,-297.8645579992337,-410611.24704956607
3360,70,9.804287355096967,3.1967120034796546,-17.769308953718024,1.0,3.4,-255.1959625001657,-428483.1205295201
3420,70,9.804287355096967,3.1967120034796546,-16.830295783160757,1.0,3.4,-171.35245010657246,-443794.87827953004
3480,70,9.804287355096967,3.1967120034796546,-15.567483219268713,1.0,3.4,-58.59722560995216,-454076.0252859244
3540,70,9.804287355096967,3.1967120034796546,-14.409682063827727,1.0,3.4,44.78163910599567,-457591.8588225215
3600,70,9.804287355096967,3.1967120034796546,-14.116054864940455,1.0,3.4,70.9993072505124,-454904.9604761618
3660,70,9.804287355096967,3.1967120034796546,-13.637812653481806,1.0,3.4,113.70105845148474,-450645.002041131
3720,70,9.804287355096967,3.1967120034796546,-12.698172450675681,1.0,3.4,197.60055790444704,-443822.9385340419
3780,70,9.804287355096967,3.1967120034796546,-13.390007184141405,1.0,3.4,135.82735187451723,-431966.9050597751
3840,70,9.804287355096967,3.1967120034796546,-14.22911148332605,1.0,3.4,60.9045990163724,-423817.26394730405
3900,70,9.804287355096967,3.1967120034796546,-14.67442357036402,1.0,3.4,21.143144481685596,-420162.9880063217
3960,70,9.804287355096967,3.1967120034796546,-14.283558741628426,1.0,3.4,56.04305977559353,-418894.3993374206
4020,70,9.804287355096967,3.1967120034796546,-12.436548965955904,1.0,3.4,220.96064759364685,-415531.815750885
4080,70,9.804287355096967,3.1967120034796546,-11.746906907631244,1.0,3.4,282.53807193368215,-402274.17689526617
4140,70,9.804287355096967,3.1967120034796546,-12.59131813177423,1.0,3.4,207.14146924843368,-385321.89257924526
4200,70,9.804287355096967,3.1967120034796546,-12.333661855462113,1.0,3.4,230.14733101227,-372893.40442433924
4260,70,9.804287355096967,3.1967120034796546,-12.00708092528908,1.0,3.4,259.30740365557915,-359084.564563603
4320,70,9.804287355096967,3.1967120034796546,-12.869183442570211,1.0,3.4,182.3311637490482,-343526.1203442683
4380,70,9.804287355096967,3.1967120034796546,-12.654955155217563,1.0,3.4,201.45938540652563,-332586.2505193254
4440,70,9.804287355096967,3.1967120034796546,-11.134060574463694,1.0,3.4,337.25848559924094,-320498.68739493383
4500,70,9.804287355096967,3.1967120034796546,-9.782315629999443,1.0,3.4,457.95439014859414,-300263.1782589794
4560,70,9.804287355096967,3.1967120034796546,-10.116540929629751,1.0,3.4,428.11175968242526,-272785.91485006374
4620,70,9.804287355096967,3.1967120034796546,-10.485871852815203,1.0,3.4,395.1345844878967,-247099.20926911823
4680,70,9.804287355096967,3.1967120034796546,-10.851814664994825,1.0,3.4,362.4599302121533,-223391.13419984444
4740,70,9.804287355096967,3.1967120034796546,-11.10535204458752,1.0,3.4,339.82184046576157,-201643.53838711523
4800,70,9.804287355096967,3.1967120034796546,-10.898824871713844,1.0,3.4,358.2624375962273,-181254.22795916954
4860,70,9.804287355096967,3.1967120034796546,-11.55741709096917,1.0,3.4,299.45742119300917,-159758.4817033959
4920,70,9.804287355096967,3.1967120034796546,-12.577365998073919,1.0,3.4,208.3872408004184,-141791.03643181536
4980,70,9.804287355096967,3.1967120034796546,-14.007255887186409,1.0,3.4,80.71385516714926,-129287.80198379025
5040,70,9.804287355096967,3.1967120034796546,-14.614447816635606,1.0,3.4,26.498317346895973,-124444.9706737613
5100,70,9.804287355096967,3.1967120034796546,-14.051351469235875,1.0,3.4,76.77660636597109,-122855.07163294754
5160,70,9.804287355096967,3.1967120034796546,-13.78504963516636,1.0,3.4,100.55442101791401,-118248.47525098927
5220,70,9.804287355096967,3.1967120034796546,-13.935057358133841,1.0,3.4,87.16038696800322,-112215.20998991444
5280,70,9.804287355096967,3.1967120034796546,-13.481673172212313,1.0,3.4,127.64259084253615,-106985.58677183425
5340,70,9.804287355096967,3.1967120034796546,-13.750953215214825,1.0,3.4,103.59885500288912,-99327.03132128208
5400,70,9.804287355096967,3.1967120034796546,-15.472285797139651,1.0,3.4,-50.097146492447095,-93111.10002110872
5460,70,9.804287355096967,3.1967120034796546,-16.654470289609243,1.0,3.4,-155.65317409008435,-96116.92881065555
5520,70,9.804287355096967,3.1967120034796546,-16.518274698708,1.0,3.4,-143.4924109914112,-105456.1192560606
5580,70,9.804287355096967,3.1967120034796546,-16.01237640496703,1.0,3.4,-98.32127687835445,-114065.66391554527
5640,70,9.804287355096967,3.1967120034796546,-16.308199948611602,1.0,3.4,-124.73505436899491,-119964.94052824655
5700,70,9.804287355096967,3.1967120034796546,-16.51031702951414,1.0,3.4,-142.78187895991306,-127449.04379038623
5760,70,9.804287355096967,3.1967120034796546,-16.46816050295277,1.0,3.4,-139.0177664127787,-136015.956527981
5820,70,9.804287355096967,3.1967120034796546,-16.885326761420465,1.0,3.4,-176.26610909711792,-144357.02251274773
5880,70,9.804287355096967,3.1967120034796546,-16.155514363648773,1.0,3.4,-111.10191679803116,-154932.9890585748
5940,70,9.804287355096967,3.1967120034796546,-14.433630572038041,1.0,3.4,42.64330163864376,-161599.10406645667
6000,70,9.804287355096967,3.1967120034796546,-12.744484950700604,1.0,3.4,193.46536279582733,-159040.50596813805
6060,70,9.804287355096967,3.1967120034796546,-11.134448404059189,1.0,3.4,337.2238566967762,-147432.5842003884
6120,70,9.804287355096967,3.1967120034796546,-10.208714216135817,1.0,3.4,419.8817024991557,-127199.15279858184
6180,70,9.804287355096967,3.1967120034796546,-9.398967006779124,1.0,3.4,492.183191245138,-102006.2506486325
6240,70,9.804287355096967,3.1967120034796546,-8.692979013938839,1.0,3.4,555.2201271299713,-72475.25917392422
6300,70,9.804287355096967,3.1967120034796546,-8.552707896305144,1.0,3.4,567.7447897849203,-39162.05154612594
6360,70,9.804287355096967,3.1967120034796546,-9.094567324947896,1.0,3.4,519.3627232223904,-5097.364159030723
6420,70,9.804287355096967,3.1967120034796546,-8.778121582431481,1.0,3.4,547.6178354683977,26064.3992343127
6480,70,9.804287355096967,3.1967120034796546,-7.261681642992184,1.0,3.4,683.0191853568809,58921.46936241657
6540,70,9.804287355096967,3.1967120034796546,-5.717952184248063,1.0,3.4,820.8571881292543,99902.62048382942
6600,70,9.804287355096967,3.1967120034796546,-4.960175389619068,1.0,3.4,888.5182924291526,149154.05177158467
6660,70,9.804287355096967,3.1967120034796546,-4.755449602012981,1.0,3.4,906.7980457368217,202465.14931733382
6720,70,9.804287355096967,3.1967120034796546,-4.550398964752988,1.0,3.4,925.1068045332713,256873.03206154314
6780,70,9.804287355096967,3.1967120034796546,-5.189456682838662,1.0,3.4,868.0460034853589,312379.4403335394
6840,70,9.804287355096967,3.1967120034796546,-6.2658144298370795,1.0,3.4,771.9391362655471,364462.2005426609
6900,70,9.804287355096967,3.1967120034796546,-7.0918232568746875,1.0,3.4,698.1856645375151,410778.5487185937
6960,70,9.804287355096967,3.1967120034796546,-7.559375794839088,1.0,3.4,656.4383831993739,452669.6885908446
7020,70,9.804287355096967,3.1967120034796546,-7.9597664962866235,1.0,3.4,620.6879126078131,492055.99158280704
7080,70,9.804287355096967,3.1967120034796546,-8.602388436158337,1.0,3.4,563.3088658921494,529297.2663392759
7140,70,9.804287355096967,3.1967120034796546,-9.033956152837067,1.0,3.4,524.77463193614,563095.7982928049
