TIME,X,Y,Weight,Load,Velocity,Slope,Eta,Gravity
0,0.0,500.0,70,1.1054405976032966,4.559597884858504,10.757857183416409,1.0,1.6
60,273.57587309151023,529.4309017154692,70,1.1054405976032966,4.559597884858504,11.74435166755298,1.0,1.6
120,547.1517461830205,564.2594252268908,70,1.1054405976032966,4.559597884858504,12.960939997981448,1.0,1.6
180,820.7276192745308,600.3469112361582,70,1.1054405976032966,4.559597884858504,12.971783214242489,1.0,1.6
240,1094.303492366041,635.2347635946945,70,1.1054405976032966,4.559597884858504,13.627894258453008,1.0,1.6
300,1367.879365457551,674.9121726392594,70,1.1054405976032966,4.559597884858504,14.201857610616942,1.0,1.6
360,1641.4552385490615,712.9404755016113,70,1.1054405976032966,4.559597884858504,13.563270631693625,1.0,1.6
420,1915.0311116405717,749.1238447400999,70,1.1054405976032966,4.559597884858504,14.115741658957681,1.0,1.6
480,2188.606984732082,790.1750024752823,70,1.1054405976032966,4.559597884858504,15.9391934803376,1.0,1.6
540,2462.1828578235923,836.3354201952573,70,1.1054405976032966,4.559597884858504,16.312913568375848,1.0,1.6
600,2735.758730915102,879.4313939179776,70,1.1054405976032966,4.559597884858504,16.17190931886524,1.0,1.6
660,3009.3346040066126,924.820304424563,70,1.1054405976032966,4.559597884858504,16.85790580940091,1.0,1.6
720,3282.910477098123,971.6697199240036,70,1.1054405976032966,4.559597884858504,17.66571904171769,1.0,1.6
780,3556.486350189633,1021.4785946371077,70,1.1054405976032966,4.559597884858504,18.67981150844746,1.0,1.6
840,3830.0622232811434,1073.8766347761707,70,1.1054405976032966,4.559597884858504,19.413123348277026,1.0,1.6
900,4103.638096372653,1127.697838025869,70,1.1054405976032966,4.559597884858504,19.687597776123006,1.0,1.6
960,4377.213969464164,1181.5976697897172,70,1.1054405976032966,4.559597884858504,18.912035929677614,1.0,1.6
1020,4650.789842555674,1231.1753728538604,70,1.1054405976032966,4.559597884858504,18.561131550067543,1.0,1.6
1080,4924.3657156471845,1283.1552251772393,70,1.1054405976032966,4.559597884858504,18.592235342689257,1.0,1.6
1140,5197.941588738694,1332.9031131858412,70,1.1054405976032966,4.559597884858504,17.31904553131804,1.0,1.6
1200,5471.517461830204,1377.9166852240783,70,1.1054405976032966,4.559597884858504,16.730065312676345,1.0,1.6
1260,5745.093334921715,1424.4419576817097,70,1.1054405976032966,4.559597884858504,17.48658692613681,1.0,1.6
1320,6018.669208013225,1473.5948509382476,70,1.1054405976032966,4.559597884858504,18.817139554620127,1.0,1.6
1380,6292.245081104736,1527.4002653365096,70,1.1054405976032966,4.559597884858504,18.91708744431356,1.0,1.6
1440,6565.820954196246,1577.1000252167782,70,1.1054405976032966,4.559597884858504,17.690578892544366,1.0,1.6
1500,6839.3968272877555,1624.1945766569509,70,1.1054405976032966,4.559597884858504,18.16054736695662,1.0,1.6
1560,7112.972700379266,1676.4657772514759,70,1.1054405976032966,4.559597884858504,19.55332793126836,1.0,1.6
1620,7386.548573470776,1731.180951869778,70,1.1054405976032966,4.559597884858504,20.000000000000032,1.0,1.6
1680,7660.124446562287,1785.8961264880802,70,1.1054405976032966,4.559597884858504,20.000000000000032,1.0,1.6
1740,7933.700319653797,1840.6113011063824,70,1.1054405976032966,4.559597884858504,20.000000000000025,1.0,1.6
1800,8207.276192745307,1895.3264757246843,70,1.1054405976032966,4.559597884858504,19.43134583357859,1.0,1.6
1860,8480.852065836818,1946.9302491416693,70,1.1054405976032966,4.559597884858504,19.43134583357859,1.0,1.6
1920,8754.427938928327,2001.6454237599712,70,1.1054405976032966,4.559597884858504,19.88382600342809,1.0,1.6
1980,9028.003812019837,2055.7249503274193,70,1.1054405976032966,4.559597884858504,19.88382600342807,1.0,1.6
2040,9301.579685111348,2110.4401249457214,70,1.1054405976032966,4.559597884858504,19.99999999999995,1.0,1.6
2100,9575.155558202858,2165.155299564023,70,1.1054405976032966,4.559597884858504,19.41310382931652,1.0,1.6
2160,9848.731431294369,2216.6592615361496,70,1.1054405976032966,4.559597884858504,18.74696308362655,1.0,1.6
2220,10122.307304385879,2267.729635432372,70,1.1054405976032966,4.559597884858504,18.675071805164098,1.0,1.6
2280,10395.883177477388,2318.8402430190376,70,1.1054405976032966,4.559597884858504,18.712707338060177,1.0,1.6
2340,10669.4590505689,2370.1165403906866,70,1.1054405976032966,4.559597884858504,18.45626570291722,1.0,1.6
2400,10943.034923660409,2419.824023092727,70,1.1054405976032966,4.559597884858504,17.70187424640777,1.0,1.6
2460,11216.61079675192,2466.972654437029,70,1.1054405976032966,4.559597884858504,16.987439440520326,1.0,1.6
2520,11490.18666984343,2512.7710946233174,70,1.1054405976032966,4.559597884858504,16.620869925679912,1.0,1.6
2580,11763.76254293494,2557.914034466195,70,1.1054405976032966,4.559597884858504,17.317961560104266,1.0,1.6
2640,12037.33841602645,2607.526623702732,70,1.1054405976032966,4.559597884858504,18.48487917782702,1.0,1.6
2700,12310.91428911796,2659.054373667497,70,1.1054405976032966,4.559597884858504,19.20216872040593,1.0,1.6
2760,12584.490162209471,2712.591625161443,70,1.1054405976032966,4.559597884858504,19.78471728682694,1.0,1.6
2820,12858.06603530098,2767.306799779745,70,1.1054405976032966,4.559597884858504,19.99999999999995,1.0,1.6
2880,13131.641908392492,2822.021974398047,70,1.1054405976032966,4.559597884858504,19.99999999999995,1.0,1.6
2940,13405.217781484002,2876.7371490163487,70,1.1054405976032966,4.559597884858504,19.16169065488175,1.0,1.6
3000,13678.793654575511,2926.865499414421,70,1.1054405976032966,4.559597884858504,18.603223758875075,1.0,1.6
3060,13952.369527667022,2978.5250126593683,70,1.1054405976032966,4.559597884858504,18.948332417506972,1.0,1.6
3120,14225.945400758532,3030.5416311093736,70,1.1054405976032966,4.559597884858504,18.139078100643317,1.0,1.6
3180,14499.521273850043,3077.77329522854,70,1.1054405976032966,4.559597884858504,18.24665672555865,1.0,1.6
3240,14773.097146941553,3130.3785320032894,70,1.1054405976032966,4.559597884858504,18.44644704584569,1.0,1.6
3300,15046.673020033062,3178.7033523486107,70,1.1054405976032966,4.559597884858504,18.039968029919475,1.0,1.6
3360,15320.248893124573,3229.0845320898525,70,1.1054405976032966,4.559597884858504,19.207898922502764,1.0,1.6
3420,15593.824766216083,3283.799706708154,70,1.1054405976032966,4.559597884858504,19.99999999999995,1.0,1.6
3480,15867.400639307594,3338.5148813264564,70,1.1054405976032966,4.559597884858504,19.99999999999995,1.0,1.6
3540,16140.976512399104,3393.230055944758,70,1.1054405976032966,4.559597884858504,19.999999999999932,1.0,1.6
3600,16414.552385490613,3447.94523056306,70,1.1054405976032966,4.559597884858504,19.39873978902459,1.0,1.6
3660,16688.128258582125,3499.3705994379065,70,1.1054405976032966,4.559597884858504,19.398739789024606,1.0,1.6
3720,16961.704131673636,3554.0857740562087,70,1.1054405976032966,4.559597884858504,19.72639987778374,1.0,1.6
3780,17235.280004765144,3607.3039408282452,70,1.1054405976032966,4.559597884858504,18.45327064378565,1.0,1.6
3840,17508.855877856655,3655.0531666115603,70,1.1054405976032966,4.559597884858504,18.18960148421381,1.0,1.6
3900,17782.431750948166,3706.828662972854,70,1.1054405976032966,4.559597884858504,19.23984028524031,1.0,1.6
3960,18056.007624039674,3760.3242886950766,70,1.1054405976032966,4.559597884858504,19.777109567028376,1.0,1.6
4020,18329.583497131185,3815.0394633133787,70,1.1054405976032966,4.559597884858504,19.999999999999968,1.0,1.6
4080,18603.159370222696,3869.754637931681,70,1.1054405976032966,4.559597884858504,19.52204626694552,1.0,1.6
4140,18876.735243314208,3921.8546803536287,70,1.1054405976032966,4.559597884858504,18.18302433840111,1.0,1.6
4200,19150.311116405715,3969.243373108126,70,1.1054405976032966,4.559597884858504,17.122316035346884,1.0,1.6
4260,19423.886989497227,4015.5397315280043,70,1.1054405976032966,4.559597884858504,17.876256525186434,1.0,1.6
4320,19697.462862588738,4067.05362283784,70,1.1054405976032966,4.559597884858504,17.86779924783772,1.0,1.6
4380,19971.038735680246,4113.303707117025,70,1.1054405976032966,4.559597884858504,16.105988144568474,1.0,1.6
4440,20244.614608771757,4155.1778182108765,70,1.1054405976032966,4.559597884858504,14.688893290655093,1.0,1.6
4500,20518.19048186327,4193.674243251805,70,1.1054405976032966,4.559597884858504,14.203436846329218,1.0,1.6
4560,20791.766354954776,4232.892170933569,70,1.1054405976032966,4.559597884858504,14.316167304449415,1.0,1.6
4620,21065.342228046287,4272.005402644582,70,1.1054405976032966,4.559597884858504,14.726499245383158,1.0,1.6
4680,21338.9181011378,4313.468468706313,70,1.1054405976032966,4.559597884858504,15.5868449328829,1.0,1.6
4740,21612.49397422931,4357.289096869691,70,1.1054405976032966,4.559597884858504,16.629631021127963,1.0,1.6
4800,21886.069847320818,4404.457785222207,70,1.1054405976032966,4.559597884858504,17.233338954384944,1.0,1.6
4860,22159.64572041233,4451.581611884247,70,1.1054405976032966,4.559597884858504,17.98502354575087,1.0,1.6
4920,22433.22159350384,4502.863155604211,70,1.1054405976032966,4.559597884858504,18.231863915255566,1.0,1.6
4980,22706.797466595348,4551.337573658279,70,1.1054405976032966,4.559597884858504,17.100001654662144,1.0,1.6
