TIME,X,Y,Weight,Load,Velocity,Slope,Eta,Gravity
0,0.0,500.0,70,17.8124251944723,0.4110411437372613,1.497328344920066,1.0,1.6
60,24.66246862423568,500.3692781332677,70,17.8124251944723,0.4110411437372613,2.045956114436519,1.0,1.6
120,49.32493724847136,501.0091665695771,70,17.8124251944723,0.4110411437372613,2.9558863816647944,1.0,1.6
180,73.98740587270703,501.82726723615997,70,17.8124251944723,0.4110411437372613,4.048077022443397,1.0,1.6
240,98.64987449694272,503.00587802066707,70,17.8124251944723,0.4110411437372613,4.897897139643867,1.0,1.6
300,123.3123431211784,504.243151926784,70,17.8124251944723,0.4110411437372613,5.101066681452576,1.0,1.6
360,147.97481174541406,505.52197596029623,70,17.8124251944723,0.4110411437372613,4.838414166965009,1.0,1.6
420,172.63728036964974,506.6296966784606,70,17.8124251944723,0.4110411437372613,4.2434296280520245,1.0,1.6
480,197.29974899388543,507.61504496151593,70,17.8124251944723,0.4110411437372613,3.789714210569236,1.0,1.6
540,221.96221761812112,508.4989708347203,70,17.8124251944723,0.4110411437372613,3.0888211544150144,1.0,1.6
600,246.6246862423568,509.13860405764865,70,17.8124251944723,0.4110411437372613,2.2231568824128938,1.0,1.6
660,271.28715486659246,509.5955415719055,70,17.8124251944723,0.4110411437372613,2.3609100365679154,1.0,1.6
720,295.9496234908281,510.30312145167863,70,17.8124251944723,0.4110411437372613,2.5804646052802034,1.0,1.6
780,320.61209211506383,510.868354119179,70,17.8124251944723,0.4110411437372613,1.7453721051836018,1.0,1.6
840,345.2745607392995,511.16402514731277,70,17.8124251944723,0.4110411437372613,1.6410239832375666,1.0,1.6
900,369.9370293635352,511.6777881691433,70,17.8124251944723,0.4110411437372613,2.2001375406858186,1.0,1.6
960,394.59949798777086,512.2492416086361,70,17.8124251944723,0.4110411437372613,1.3336112249293313,1.0,1.6
1020,419.2619666120065,512.3355910689783,70,17.8124251944723,0.4110411437372613,0.09244479170338578,1.0,1.6
1080,443.92443523624223,512.2948399441333,70,17.8124251944723,0.4110411437372613,-0.8141653814566948,1.0,1.6
1140,468.5869038604779,511.93400450547597,70,17.8124251944723,0.4110411437372613,-0.5914262609557226,1.0,1.6
1200,493.2493724847136,512.0031193120459,70,17.8124251944723,0.4110411437372613,-0.24252414837479286,1.0,1.6
1260,517.9118411089493,511.8143796214777,70,17.8124251944723,0.4110411437372613,-0.0034727588965869916,1.0,1.6
1320,542.5743097331849,512.0014063758994,70,17.8124251944723,0.4110411437372613,1.2848824947668018,1.0,1.6
1380,567.2367783574206,512.448147105738,70,17.8124251944723,0.4110411437372613,2.38687458692067,1.0,1.6
1440,591.8992469816562,513.1787307680977,70,17.8124251944723,0.4110411437372613,2.880105325952292,1.0,1.6
1500,616.561715605892,513.8687572504539,70,17.8124251944723,0.4110411437372613,3.3083049126053696,1.0,1.6
1560,641.2241842301277,514.8105500902284,70,17.8124251944723,0.4110411437372613,4.301217292480864,1.0,1.6
1620,665.8866528543633,515.9903299808905,70,17.8124251944723,0.4110411437372613,5.5346966456255124,1.0,1.6
1680,690.549121478599,517.5405357375764,70,17.8124251944723,0.4110411437372613,6.103190586673619,1.0,1.6
1740,715.2115901028346,519.0007249079218,70,17.8124251944723,0.4110411437372613,5.794524251534443,1.0,1.6
1800,739.8740587270704,520.3986811884932,70,17.8124251944723,0.4110411437372613,4.728204249676266,1.0,1.6
1860,764.5365273513061,521.3329086870542,70,17.8124251944723,0.4110411437372613,3.1785008827991073,1.0,1.6
1920,789.1989959755417,521.966474754376,70,17.8124251944723,0.4110411437372613,2.4919183121418893,1.0,1.6
1980,813.8614645997774,522.5620458308014,70,17.8124251944723,0.4110411437372613,3.1254707416605,1.0,1.6
2040,838.523933224013,523.5081112364194,70,17.8124251944723,0.4110411437372613,4.2363032853112825,1.0,1.6
2100,863.1864018482488,524.6515997679361,70,17.8124251944723,0.4110411437372613,4.0689319598546465,1.0,1.6
2160,887.8488704724845,525.5151093723007,70,17.8124251944723,0.4110411437372613,3.3591312956669315,1.0,1.6
2220,912.5113390967201,526.3084891716176,70,17.8124251944723,0.4110411437372613,3.1189897402298725,1.0,1.6
2280,937.1738077209558,527.0535491044553,70,17.8124251944723,0.4110411437372613,2.4907513762823745,1.0,1.6
2340,961.8362763451914,527.5370507249843,70,17.8124251944723,0.4110411437372613,2.949322853299274,1.0,1.6
2400,986.4987449694272,528.5083007511,70,17.8124251944723,0.4110411437372613,2.9455290443063573,1.0,1.6
2460,1011.1612135936629,528.9899310777239,70,17.8124251944723,0.4110411437372613,1.0514596720077976,1.0,1.6
2520,1035.8236822178985,529.0269325745109,70,17.8124251944723,0.4110411437372613,1.0353289590814168,1.0,1.6
2580,1060.4861508421343,529.5006064371061,70,17.8124251944723,0.4110411437372613,1.6917524271881252,1.0,1.6
2640,1085.1486194663698,529.8613883976209,70,17.8124251944723,0.4110411437372613,1.7390034203782592,1.0,1.6
2700,1109.8110880906056,530.3583687829564,70,17.8124251944723,0.4110411437372613,1.4937308924052144,1.0,1.6
2760,1134.4735567148412,530.5981702229608,70,17.8124251944723,0.4110411437372613,1.6685846949699008,1.0,1.6
2820,1159.136025339077,531.1813971366879,70,17.8124251944723,0.4110411437372613,1.7568321313569717,1.0,1.6
2880,1183.7984939633125,531.4647265693136,70,17.8124251944723,0.4110411437372613,2.070172941321633,1.0,1.6
2940,1208.4609625875482,532.2025086409296,70,17.8124251944723,0.4110411437372613,2.691921247667623,1.0,1.6
3000,1233.123431211784,532.7925150355039,70,17.8124251944723,0.4110411437372613,1.6902191204317827,1.0,1.6
