TIME,X,Y,Weight,Load,Velocity,Slope,Eta,Gravity
0,0.0,500.0,70,22.748998937457515,2.739808363522807,-16.456853023366335,1.0,1.6
60,164.38850181136843,472.9468258695892,70,22.748998937457515,2.739808363522807,-17.035590620922086,1.0,1.6
120,328.77700362273686,443.9908956070964,70,22.748998937457515,2.739808363522807,-17.079216737467554,1.0,1.6
180,493.1655054341053,416.7942888379104,70,22.748998937457515,2.739808363522807,-17.530499359003805,1.0,1.6
240,657.5540072454737,386.3546450944606,70,22.748998937457515,2.739808363522807,-18.39895912644278,1.0,1.6
300,821.9425090568421,356.30274232421976,70,22.748998937457515,2.739808363522807,-19.140512395667614,1.0,1.6
360,986.3310108682106,323.4250419619461,70,22.748998937457515,2.739808363522807,-19.999999999999993,1.0,1.6
420,1150.719512679579,290.5473415996724,70,22.748998937457515,2.739808363522807,-20.0,1.0,1.6
480,1315.1080144909474,257.6696412373987,70,22.748998937457515,2.739808363522807,-20.000000000000007,1.0,1.6
540,1479.4965163023157,224.79194087512505,70,22.748998937457515,2.739808363522807,-19.157334036814497,1.0,1.6
600,1643.8850181136843,194.6847324171613,70,22.748998937457515,2.739808363522807,-17.421495519559386,1.0,1.6
660,1808.2735199250528,167.5140699196483,70,22.748998937457515,2.739808363522807,-16.683538748838945,1.0,1.6
720,1972.6620217364211,139.8330936204904,70,22.748998937457515,2.739808363522807,-16.32639803937539,1.0,1.6
780,2137.0505235477895,113.83662764626867,70,22.748998937457515,2.739808363522807,-14.927765464082938,1.0,1.6
840,2301.439025359158,90.75403361984873,70,22.748998937457515,2.739808363522807,-13.869467845649464,1.0,1.6
900,2465.8275271705265,68.23700684492337,70,22.748998937457515,2.739808363522807,-13.668162654124039,1.0,1.6
960,2630.216028981895,45.81625799533781,70,22.748998937457515,2.739808363522807,-13.050838581860564,1.0,1.6
1020,2794.604530793263,25.328850807842155,70,22.748998937457515,2.739808363522807,-12.329813925962055,1.0,1.6
1080,2958.9930326046315,5.278665217300855,70,22.748998937457515,2.739808363522807,-12.832284058664879,1.0,1.6
1140,3123.3815344160002,-16.86074821659439,70,22.748998937457515,2.739808363522807,-12.489319557638472,1.0,1.6
1200,3287.7700362273686,-35.7833453971714,70,22.748998937457515,2.739808363522807,-11.90439227486859,1.0,1.6
1260,3452.158538038737,-55.999652437403874,70,22.748998937457515,2.739808363522807,-11.880537608513478,1.0,1.6
1320,3616.5470398501056,-74.8438209607144,70,22.748998937457515,2.739808363522807,-11.46813226109612,1.0,1.6
1380,3780.935541661474,-93.70423405692814,70,22.748998937457515,2.739808363522807,-11.027726908790143,1.0,1.6
1440,3945.3240434728423,-111.10045105913287,70,22.748998937457515,2.739808363522807,-10.546762309031513,1.0,1.6
1500,4109.712545284211,-128.37956315577415,70,22.748998937457515,2.739808363522807,-10.17402466783447,1.0,1.6
1560,4274.101047095579,-144.55030450987712,70,22.748998937457515,2.739808363522807,-9.67592558297926,1.0,1.6
